"conceptid";"preflabel";"modified";"altlabel";"definition"
"S041142";"acoustic doppler current profiler (ADCP) beam 3";"9/4/2018 17:02:28";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound."
"S041143";"acoustic doppler current profiler (ADCP) beam 4";"9/4/2018 17:02:28";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound."
"S041144";"turbidity meter";"9/5/2018 11:03:19";"";"Unknown or unspecified turbidity meter. This term applies to any kind of turbidity measuring instrument including nephelometers and optical backscatter sensors."
"S041145";"in vivo iodo-nitro-tetrazolium (INT) salt reduction method";"9/11/2018 15:54:49";"";"A method for estimating plankton respiration submitted for publication as García-Martín et al. Validation of the in vivo iodo-nitro-tetrazolium (INT) salt reduction method as a proxy for plankton respiration. Limnol. Oceanogr. - methods."
"S041146";"in-situ current meter (fourth sensor)";"9/28/2018 17:49:30";"";"An instrument that determines current velocity in the water column in place in the field. Deployed on a package of instruments or sensors as the fourth sensor of its type."
"S041147";"in-situ current meter (third sensor)";"9/28/2018 17:49:30";"";"An instrument that determines current velocity in the water column in place in the field. Deployed on a package of instruments or sensors as the third sensor of its type."
"S041148";"autonomous platform acoustic doppler current profiler (ADCP)";"9/28/2018 17:49:30";"";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Deployed on a platform such as an AUV that is navigated and maneuvered by a computer programme without the need for human intervention."
"S041149";"in-situ current meter (second sensor)";"9/28/2018 17:49:30";"";"An instrument that determines current velocity in the water column in place in the field. Deployed on a package of instruments or sensors as the second sensor of its type."
"S04115";"acoustic triangulation from sonar moorings";"10/2/2006 19:26:59";"";"A method of navigational positioning based on acoustic determination of distance of a target from each of a network of sonar moorings often used for the location of neutrally buoyant floats."
"S041150";"in-situ acoustic current meter beam 4";"9/28/2018 17:49:30";"";"Current measurement from one transmitter on a type of current meter that determines current velocity in the water column in place in the field based on determining Doppler shift of transmitted sound."
"S041151";"in-situ acoustic current meter beam 2";"9/28/2018 17:49:30";"";"Current measurement from one transmitter on a type of current meter that determines current velocity in the water column in place in the field based on determining Doppler shift of transmitted sound."
"S041152";"in-situ acoustic current meter beam 3";"9/28/2018 17:49:30";"";"Current measurement from one transmitter on a type of current meter that determines current velocity in the water column in place in the field based on determining Doppler shift of transmitted sound."
"S041153";"20 or 25cm path length transmissometer (second sensor)";"12/5/2018 05:31:40";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located either 20 or 25 cm away from the transmitter. Deployed on a package of instruments or sensors as the second sensor of this type."
"S041154";"WET Labs transmissometer (second sensor)";"12/5/2018 05:31:40";"";"A particular make of instrument that emits light of unknown wavelength and measures how much of it reaches a receptor accurately located at fixed but unknown distance away from the transmitter. Deployed on a package of instruments or sensors as the second sensor of this type."
"S041155";"transmissometer (second sensor)";"12/5/2018 05:31:40";"";"An instrument that emits light of unknown wavelength and measures how much of it reaches a receptor accurately located at fixed but unknown distance away from the transmitter. Deployed on a package of instruments or sensors as the second sensor of this type."
"S041156";"colony-forming units assay";"12/13/2018 14:32:25";"";"A method for estimating the quantity of viable bacteria or fungi cells in a sample based on their ability to form colonies under controlled conditions. The final results are expressed as CFU count per weight of sample or CFU count per volume of sample."
"S041157";"high resolution gas chromatography-high resolution mass spectrometry";"4/27/2022 17:57:41";"HRGC/HRMS";"A gas chromatography-mass spectrometry technique conceived to achieve high selectivity and mass resolution to reduce potential interferences and achieve low levels of chemicaldetection."
"S041158";"gas chromatography-negative chemical ionisation mass spectrometry";"1/17/2019 11:27:38";"GC/NCI-MS";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent. The separated components are then passed to a Negative Chemical Ionization Mass Spectrometer for identification and quantification of electro-negative or acidic groups."
"S041159";"microfluidic flow capillary raman spectroscopy and holography";"1/22/2019 00:56:04";"";"A lab-on-a-chip (LOC) analytical method combining raman spectroscopy and optical trapping."
"S04116";"advanced very high resolution radiometer (AVHRR)";"10/2/2006 19:26:59";"";"The AVHRR is a multiband (4 wavelength on AVHRR/1, 5 on AVHRR/2 and 6 on AVHRR/2) scanning radiometer mounted on aircraft or more usually satellites. Main oceanographic application is the measurement of sea surface temperature using a wavelength between 11.5 and 12.5 microns, but the instrument can also map clouds, snow/ice fields and land/sea boundaries. Resolution of the AVHRR/3 is 1.09km at Nadir."
"S041160";"Trimble 5800 GPS System";"1/24/2019 15:06:30";"Trimble 5800";"An integrated 24-channel dual-frequency GPS receiver scalable from L1 postprocessing to full real-time kinematic (RTK) configurations. The instrument is designed for use in surveying, construction and asset management and it primarily measures geographic position and elevation."
"S041161";"Ashtech GPS (second sensor)";"1/25/2019 22:42:57";"";"Code designed to allow differentiation between multiple equivalent sensors."
"S041162";"C-Nav3050 satellite positioning system receiver";"2/11/2019 08:21:02";"C-Nav3050";"A 66-channel "all-in-view" parallel tracking combined GPS/GNSS/L-band receiver providing high accuracy positional information worldwide between 72N and 72S."
"S041163";"in-situ linear-response phycoerythrin fluorometer";"3/1/2019 18:28:14";"";"A fluorometer set-up to measure fluorescence directly in the water column and output a signal that is linearly proportional to the concentration of phycoerythrin."
"S041164";"starboard-mounted anemometer";"1/8/2020 18:18:23";"";"An instrument attached to the starboard (right) side of a ship to measure wind speed and direction."
"S041165";"starboard-mounted sonic anemometer";"1/8/2020 18:18:26";"";"An instrument attached to the starboard (right) side of a ship to measure wind speed and direction by means of the properties of wind-borne sound waves."
"S041166";"port-mounted anemometer";"1/8/2020 18:21:29";"";"An instrument attached to the port (left) side of a ship to measure wind speed and direction."
"S041167";"port-mounted sonic anemometer";"1/8/2020 18:21:36";"";"An instrument attached to the port (left) side of a ship to measure wind speed and direction by means of the properties of wind-borne sound waves."
"S041168";"scattering photometer (second sensor)";"2/5/2020 15:10:39";"";"An instrument that illuminates a sample with specified laser light wavelengths and determines the degree to which this is scattered by dissolved molecules or suspended particulate material. Deployed on a package of instruments or sensors as the second sensor of this type."
"S041169";"acoustic doppler current profiler (ADCP) vertical beam";"6/17/2020 21:15:04";"";"A vertical beam (sometimes referred to as "5th beam" on 5-beam ADCP designs) measuring the distance to the surface using the echo from short pulses and simple peak estimation algorithms. It is used to estimate wave height and amplitude."
"S04117";"alpha plus beta spectroscopy";"10/2/2006 19:26:59";"";"Measurement of the quantity of radiation as a function of energy from both alpha and beta particles."
"S041170";"in-situ fluorometer";"5/14/2021 18:09:47";"";"An instrument in the field that detects fluorescence emitted when compounds that are of a fluorescent nature absorb light and re-emit a fraction as fluorescence. Instruments can be configured with various excitation wavelengths to detect a variety of specific fluorescent compounds."
"S041171";"identification and counting by manual image analysis";"10/19/2021 15:58:13";"";"Identification and quantification of any kind of feature, object, biological organism, or part thereof using image analysis performed by a human being."
"S041172";"gas chromatography-isotope ratio mass spectrometry";"11/19/2021 16:44:20";"GC-IRMS";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent. The separated components are then characterised according to mass-to-charge ratio ad relative isotope abundance."
"S041173";"spectrophotometry (internal electrode)";"12/2/2021 13:19:48";"";"Measurement of the amount of light absorbed by a sample at one or more specified wavelengths, generally within the visible waveband, measured using the internal (primary) electrode of a dual-electrode instrument (e.g. Sea-Bird SeaFET ISFET)."
"S041174";"spectrophotometry (external electrode)";"12/2/2021 13:19:49";"";"Measurement of the amount of light absorbed by a sample at one or more specified wavelengths, generally within the visible waveband, measured using the external (reference) electrode of a dual-electrode instrument (e.g. Sea-Bird SeaFET ISFET)."
"S041175";"acidimetry";"12/6/2021 15:23:33";"";"Use of an acid-base titration assay to determine the concentration of an alkaline substance using standard acid."
"S041176";"model prediction of Moderate Resolution Imaging Spectroradiometer (MODIS) output";"3/30/2022 15:26:52";"";"The value was obtained using a numerical model to simulate the output of the Moderate Resolution Imaging Spectroradiometer (MODIS), a 36-band satellite-mounted radiometer measuring from 0.4 um to 14.4 um and at varying spatial resolutions (2 bands at 250 m, 5 bands at 500 m and 29 bands at 1 km)."
"S04118";"alpha spectroscopy";"10/2/2006 19:26:59";"";"Measurement of the quantity of radiation as a function of energy from alpha particles."
"S04119";"atomic absorption spectroscopy";"10/2/2006 19:26:59";"";"An analytical technique in which the sample is volatilised, usually by an oxy-acetylene flame, and the resultant vapour illuminated by a light source having an emission spectrum matched to the analyte of interest. The radiation absorbed by chemically unbound atoms is determined by analysing the transmitted energy relative to the incident energy at each frequency, which is proportional to the elemental concentrations."
"S041200";"cell size measurements";"3/15/2016 16:33:07";"";"Measurements of cell dimensions (e.g. diameter, height, length) usually by optical microscopy."
"S04121";"autoranging chlorophyll fluorometer";"10/2/2006 19:26:59";"";"A linear-response fluorometer, set up to measure chlorophyll fluorescence (transmit violet, receive red), that enhances sensitivity at low chlorophyll concentrations by automatically selecting one of a set of discrete signal gain levels."
"S04122";"barometer";"10/2/2006 19:26:59";"";"An instrument that measures atmospheric pressure."
"S04124";"bathythermograph";"10/2/2006 19:26:59";"";"An instrument that records a profile of water column temperature as a function of depth."
"S04125";"bench fluorometer";"10/2/2006 19:26:59";"";"A linear-response fluorometer, by default assumed to be set up to measure chlorophyll fluorescence (transmit violet, receive red), that analyses discrete in-vitro samples."
"S04126";"bench salinometer";"10/2/2006 19:26:59";"";"A laboratory instrument for precise, accurate determination of salinity by relative conductivity measurement with certified standard seawater."
"S04127";"fixed in-situ pressure sensor";"10/2/2006 19:26:59";"";"An underwater pressure sensor that is rigidly mounted to either the seabed or some type of structure. Data from the instrument may be used to determine wave or sea level parameters depending on sampling frequency and subsequent data reduction."
"S04129";"bottom photography";"10/2/2006 19:26:59";"";"Photography of the seabed using a camera in a pressure-resistant waterproof housing."
"S0413";"gravimetric determination of loss on ignition";"10/2/2006 19:26:59";"";"The sample was accurately weighed on an analytical balance before and after strong heating in air to determine the mass of sample lost."
"S04130";"bubbler tide gauge";"10/2/2006 19:26:59";"";"A tide gauge that measures the depth of water above the sensor by measuring the air pressure required to generate bubbles from a nozzle on the sensor."
"S04131";"bubbler tide gauge half-tide sensor";"10/2/2006 19:26:59";"";"A tide gauge sensor that measures the depth of water above it by measuring the air pressure required to generate bubbles from a nozzle on it. The sensor is located 'half-tide' so that is only underwater for part of the tidal cycle enabling it to be accurately levelled into a geodetic network."
"S04133";"cathodic stripping voltammetry";"10/2/2006 19:26:59";"";"Voltammetry, sometimes called polarography, is an electrochemical method of analysing solutions of reducible or oxidisable substances. Voltage is varied in a regular manner between two sets of electrodes (indicator and reference) while the current is monitored."
"S04134";"in-situ chlorophyll fluorometer";"10/2/2006 19:26:59";"";"An instrument that determines the amount of chlorophyll in place in the field by measuring the quantity of red light (around 685nm) emitted by the target water volume following excitation by pulses of blue light (around 460-470nm)."
"S04135";"cold vapour atomic fluorescence spectroscopy";"6/16/2019 16:46:35";"";"This is an analytical technique for volatile heavy metals such as mercury in which vaporised metal atoms in an argon carrier at room temperature are irradiated by ultra-violet light causing them to fluoresce. The level of emitted radiation at designated wavelengths is used to quantify the amount of metal present."
"S04136";"colorimetric analysis";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively converted to a coloured compound that is assayed by absorption of light of a specified wavelength."
"S04137";"colorimetric autoanalysis";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively converted to a coloured compound that is assayed by absorption of light of a specified wavelength in a system with a production line that automatically ingests the sample, generates the coloured compound and measures the strength of the colour."
"S04138";"colorimetric autoanalysis with liquid waveguide capilliary cell";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively converted to a coloured compound that is assayed by absorption of light of a specified wavelength in a system with a production line that automatically ingests the sample, generates the coloured compound and measures the strength of the colour. The colorimeter used is a type designed with high sensitivity for accurate determination of low concentrations."
"S04139";"compass";"10/2/2006 19:26:59";"";"An instrument to measure directional orientation relative to the Earth's magnetic field."
"S0414";"gravimetry";"10/2/2006 19:26:59";"";"Physical weighing on an analytical balance."
"S04140";"condensation nuclei counting";"10/2/2006 19:26:59";"";"Determination of the number per unit volume of air of ultra-fine particles, usually dust or salt, capable of forming aerosol particles through water vapour condensation."
"S04141";"conductivity cell";"10/2/2006 19:26:59";"";"A glass cell containing electrodes, usually platinum, used to measure the electrical conductivity of the liquid occupying the cell."
"S04142";"cosine-collector downwelling PAR radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling vertically downwards integrated over the visible wavelengths."
"S04143";"cosine-collector radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling along the sensor axis at either a single wavelength, multiple discrete wavelengths or integrated over a range of wavelengths."
"S04145";"cosine-collector upwelling 440nm radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling vertically upwards at 440nm wavelength."
"S04146";"cosine-collector upwelling 490nm radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling vertically upwards at 490nm wavelength."
"S04147";"cosine-collector upwelling 570nm radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling vertically upwards at 570nm wavelength."
"S04148";"cosine-collector upwelling 670nm radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling vertically upwards at 670nm wavelength."
"S04149";"cosine-collector upwelling PAR radiometer";"10/2/2006 19:26:59";"";"An instrument to measure the intensity of the component of electromagnetic radiation travelling vertically upwards integrated over the visible wavelengths."
"S0415";"image analysis";"10/2/2006 19:26:59";"";"The extraction of numerical data from digital images."
"S04150";"coulometry";"10/2/2006 19:26:59";"";"An electroanalytical chemistry technique that determines the amount of matter transformed during an electrolysis reaction by measuring the amount of electricity consumed or produced."
"S04152";"counting filtrate";"10/2/2006 19:26:59";"";"Determination of the level of radioactivity in the liquid passing through the filter paper after a sample has been filtered."
"S04153";"counting filtrate and residue";"10/2/2006 19:26:59";"";"Separate determination of the levels of radioactivity in the liquid passing through the filter paper and the material trapped on the filter paper after a sample has been filtered."
"S04154";"counting liberated gas";"10/2/2006 19:26:59";"";"Determination of the level of radioactivity in gas liberated from the sample (usually CO2 released by sample acidification)"
"S04155";"counting residue";"10/2/2006 19:26:59";"";"Determination of the level of radioactivity in the material trapped on the filter paper after a sample has been filtered."
"S04156";"current meter high-resolution thermistor";"10/2/2006 19:26:59";"";"A high quality temperature sensor (generally capable of resolving temperature differences of 0.01 Celsius or better) incorporated into a current meter instrument package."
"S04157";"dead reckoning based on GPS and em-log or ADCP";"10/2/2006 19:26:59";"";"The estimation of position based upon interpolation between satellite fixes from the GPS network using measurements of ship's velocity through the water."
"S04158";"determined as ammonium";"10/2/2006 19:26:59";"";"Quantification of an analyte chemically converted to ammonium (e.g. amines by oxidation) by determination of the amount of ammonium produced using an unspecified analytical technique."
"S04159";"differential pulse polarography";"10/2/2006 19:26:59";"";"Polarography is an electrochemical method of analysing solutions of reducible or oxidisable substances. Voltage is varied in a regular manner between two sets of electrodes (indicator and reference) while the current is monitored. The shape of a polarogram depends on the method of analysis selected, the type of indicator electrode used, and the potential ramp that is applied. In Differential Pulse Polarography the potential ramp is a series of discrete potential steps."
"S0416";"identification and counting by inverse microscopy";"1/25/2007 16:04:04";"";"Identification and quantification of biological entities or other small objects using an optical microscope constructed such that the objectives sit under the specimen."
"S04160";"digital thermometer";"10/2/2006 19:26:59";"";"An instrument to measure temperature that delivers the measurement directly on a numeric display."
"S04161";"direct reading current meter";"10/2/2006 19:26:59";"";"An instrument to measure current speed in the water column that delivers the measurement directly on a dial or a numeric display."
"S04162";"downward-looking acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument has been mounted so that the signal is transmitted towards the seafloor ."
"S04163";"dry bulb thermometer";"10/2/2006 19:26:59";"";"An instrument to measure air temperature."
"S04164";"echo sounder";"10/2/2006 19:26:59";"";"An instrument that measures the depth of water by transmitting pulses of sound and determining the time taken for the seabed echo to return."
"S04165";"echo sounder (SV=1500m/s)";"10/2/2006 19:26:59";"";"An instrument that measures the depth of water by transmitting pulses of sound and determining the time taken for the seabed echo to return. Distance is computed assuming that sound travels in sea water at 1500 metres per second."
"S04166";"echo sounder (SV=4800ft/s)";"10/2/2006 19:26:59";"";"An instrument that measures the depth of water by transmitting pulses of sound and determining the time taken for the seabed echo to return. Distance is computed assuming that sound travels in sea water at 4800 feet per second."
"S04168";"inclinometer";"10/2/2006 19:26:59";"";"An instrument to measure the orientation of an object relative to the Earth's gravitational field."
"S04169";"expendable bathythermograph (XBT)";"10/2/2006 19:26:59";"";"A disposable probe that is thrown overboard with a thin wire umbilical returning temperature measurements until it hits the seabed or the umbilical breaks. Depth is estimated from elapsed time based on fall-rate equations."
"S0417";"method of Lowry et al. (1951) modified by Rutter (1967)";"10/2/2006 19:26:59";"";"Protein determination described in Lowry, OH, Rosebrough, NJ, Farr, AL, and Randall, RJ (1951) Protein measurement with the Folin phenol reagent. J. Biol. Chem. 193, 265-275. Modifications described in Rutter, WJ (1967) Protein determinations in embryos in Methods in Environmental Biology, pp671-684, NY Academic Press."
"S04170";"ferrospectral 550nm colorimetric autoanalysis";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively coloured by reaction with ferrospectral reagent. The resulting colour strength is assayed by absorption of light of 550nm wavelength."
"S04172";"firefly enzyme luminescence";"10/2/2006 19:26:59";"";"A technique to quantify adenylates by addition of an enzyme that emits light in proportion to their concentration."
"S04173";"flame photometry";"10/2/2006 19:26:59";"";"Analytical technique where sample solution is sprayed as a fine mist into a flame causing vaporisation and atomic excitation resulting in emission of light energy at characteristic wavelengths. A detector quantifies the strength of the emissions."
"S04176";"flow meter";"10/2/2006 19:26:59";"";"An instrument that detects the rate of flow of a liquid (usually water) through a plumbing system, net, plankton recorder or similar device."
"S04177";"flow-injection analysis";"10/2/2006 19:26:59";"";"The input of a sample or reagent into an analytical device by introduction into a continuous stream by use of a rapid delivery device."
"S04178";"flow-injection chemiluminescence";"10/2/2006 19:26:59";"";"The input of a sample or reagent into a chemiluminescence analyser (an instrument that quantitatively detects light emitted during a chemical reaction) by introduction into a continuous stream by use of a rapid delivery device."
"S04179";"flow-injection fluorometry";"10/2/2006 19:26:59";"";"The input of a sample or reagent into a fluorometer (an instrument that quantitatively detects light emitted following excitation by irradiation) by introduction into a continuous stream by use of a rapid delivery device."
"S0418";"method of Mackas and Bohrer (1976)";"10/2/2006 19:26:59";"";"A protocol for the determination of zooplankton gut pigment content described in Mackas and Bohrer (1976) Journal of Experimental Marine Biology and Ecology, 25, 77-85."
"S04180";"flow-injection gas diffusion";"10/2/2006 19:26:59";"";"A technique where aliquots of sample and reagent generating a gaseous product are injected into a continuous carrier stream. This donor stream is separated from an acceptor stream by a micro-porous membrane through which the gaseous product diffuses to be taken for analysis by the acceptor stream."
"S04182";"fluorescence high performance liquid chromatography (HPLC)";"10/2/2006 19:26:59";"";"A chromatographic technique for separating and analysing mixtures of substances, using a packed column containing microspheres coated with the stationary phase and where the mobile phase is pumped through the column with a high pressure pump. The emergence of each component of the sample under analysis from the column is monitored using a fluorescence detector."
"S04183";"fluorometer temperature sensor";"10/2/2006 19:26:59";"";"A sensor to measure temperature incorporated into a fluorometer."
"S04185";"fluorometry";"10/2/2006 19:26:59";"";"An analytical technique for identifying and characterizing minute amounts of a substance by excitation of the substance with a beam of light, usually ultraviolet, and detection and measurement of the characteristic wavelength of fluorescent light emitted."
"S04186";"formaldoxime 460nm colorimetric autoanalysis";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively coloured by reaction with formaldoxime. The resulting colour strength is assayed by absorption of light of 460nm wavelength."
"S04187";"gamma spectroscopy";"10/2/2006 19:26:59";"";"Measurement of the quantity of radiation as a function of energy or wavelength in the gamma waveband (energy >10keV)"
"S04188";"gamma spectroscopy (high-purity Ge detector)";"10/2/2006 19:26:59";"";"Measurement of the quantity of radiation as a function of energy or wavelength in the gamma waveband (energy >10keV) using a pure germanium detector to obtain high spectral resolution."
"S04189";"gas chromatography";"10/2/2006 19:26:59";"";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent to one of several types of detector."
"S0419";"microscopy";"10/2/2006 19:26:59";"";"Identification and quantification of biological entities or other small objects using an unspecified type of microscope."
"S04190";"gas chromatography-atomic absorption spectroscopy";"10/2/2006 19:26:59";"";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent. The separated components are then analysed by volatilisation in a flame and quantification of light absorption by the vapour at predetermined wavelengths."
"S04191";"gas chromatography-atomic emission detection";"10/2/2006 19:26:59";"";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent. The separated components are then analysed by microwave irradiation and quantification of the resultant emission spectrum."
"S04192";"gas chromatography-electron capture detection";"10/2/2006 19:26:59";"";"Separation of gases, volatile substances or substances dissolved in a volatile solvent by inert gas transport through a sorbent-packed column. Separated components exposed to a detector that ionizes some carrier gas to produce a current between a biased pair of electrodes. Organic molecules with electronegative functional groups, such as halogens, phosphorous, and nitro groups capture electrons and are quantified by measuring the reduction of the current measured between the electrodes."
"S04193";"gas chromatography-flame ionisation detection";"10/2/2006 19:26:59";"";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent. The separated components are exposed to a detector that uses a flame to decompose the neutral solute molecules into charged particles and measures any changes in conductivity."
"S04194";"gas chromatography-mass spectrometry";"10/2/2006 19:26:59";"";"A technique to separate gases, volatile substances or substances dissolved in a volatile solvent by transport by an inert gas through a column packed with a sorbent. The separated components are then passed to a mass spectrometer for identification and quantification."
"S04195";"gasometric assay of acid-liberated CO2";"10/2/2006 19:26:59";"";"The quantification of carbonate by measuring the volume of carbon dioxide, generally by gasometric syringe, liberated upon reaction with an excess of acid."
"S04196";"graphite furnace atomic absorption spectroscopy";"10/2/2006 19:26:59";"";"The sample is volatilised on a graphite platform contained within a graphite tube and its temperature is systematically raised according to a predetermined programme. The resultant vapour is illuminated by a light source with an emission spectrum matched to the analyte of interest. Radiation absorbed by chemically unbound atoms is determined by analysing the transmitted energy relative to the incident energy at each frequency, which is proportional to the elemental concentrations."
"S04197";"green light transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits green light and measures how much of it reaches a receptor accurately located a fixed but unspecified distance away from the transmitter."
"S04198";"fixed half-tide pressure sensor";"2/24/2010 17:00:56";"";"A tide gauge sensor that is located so that is only underwater for part of the tidal cycle enabling it to be accurately levelled into a geodetic network."
"S04199";"hand-held digital thermometer";"10/2/2006 19:26:59";"";"A hand-held instrument incorporating a temperature sensor and a real-time digital display of the temperature measured."
"S04200";"hand-held mercury thermometer";"10/2/2006 19:26:59";"";"A temperature measuring device comprising a mercury-filled glass bulb leading to a mercury thread in a glass capillary. Temperature values are obtained by determining the position of the mercury meniscus against a calibrated scale."
"S04201";"hand-held thermometer";"10/2/2006 19:26:59";"";"A manual instrument for measuring temperature."
"S04204";"high performance liquid chromatography (HPLC)";"10/2/2006 19:26:59";"";"A chromatographic technique for separating and analysing mixtures of substances, using a packed column containing microspheres coated with the stationary phase and where the mobile phase is pumped through the column with a high pressure pump. The emergence of each component of the sample under analysis from the column is monitored using one of a number of different detectors."
"S04205";"high temperature Ni catalytic oxidation";"10/2/2006 19:26:59";"";"The reaction of a sample with air at high temperature using a nickel catalyst to encourage complete oxidation."
"S04206";"high temperature Pt catalytic oxidation";"10/2/2006 19:26:59";"";"The reaction of a sample with air at high temperature using a platinum catalyst to encourage complete oxidation."
"S04207";"high temperature catalytic oxidation";"10/2/2006 19:26:59";"";"The reaction of a sample with air at high temperature using a catalyst to encourage complete oxidation."
"S04208";"humidity sensor";"10/2/2006 19:26:59";"";"An instrument that directly measures the water content of the atmosphere."
"S04209";"hydride generation inductively-coupled plasma atomic emission spectroscopy";"10/2/2006 19:26:59";"";"Volatile hydrides of the target analytes are generated and passed into an inductively-coupled gas plasma (8-10000 K)) where it is dried, melted, evaporated, atomized, then excited. When the excited atoms pass through the cooler part of the plasma they de-excite releasing photons at specific wavelengths dependent on the element. The wavelength emissions are passed to the optical system which measures their intensities, which are directly proportional to the concentrations of the analytes."
"S0421";"not specified";"10/2/2006 19:26:59";"";"There is no information available on the analytical protocol used to obtain the phenomenon measurement ."
"S04211";"in-situ Beckmann probe";"10/2/2006 19:26:59";"";"A particular type of polarographic sensor for measuring dissolved oxygen concentrations in place in the field."
"S04213";"in-situ suspended particulate material (SPM) meter";"10/2/2006 19:26:59";"";"An instrument, generally a calibrated transmissometer, for giving direct measurements of suspended particulate material concentration in place in the field."
"S04214";"in-situ acoustic current meter";"10/2/2006 19:26:59";"";"A type of current meter that determines current velocity in the water column in place in the field based on determining Doppler shift of transmitted sound."
"S04215";"in-situ anemometer";"10/2/2006 19:26:59";"";"An instrument for measuring wind speed and direction in place in the field."
"S04216";"in-situ conductivity cell";"10/2/2006 19:26:59";"";"An instrument for measuring the electrical conductivity of the water column in place in the field."
"S04217";"in-situ current meter";"10/2/2006 19:26:59";"";"An instrument that determines current velocity in the water column in place in the field."
"S04218";"in-situ fast repetition rate fluorometer (FRRF)";"12/8/2009 10:20:27";"in-situ FRRF";"A fluorometer designed to measure variable fluorescence of living communities of marine phytoplankton in place in the field. It outputs high frequency (200 kHz) flashes enabling the measurement of the absorption cross section of Photosystem II, the rate of photosynthetic electron transport and the level of photochemical quenching. Some types have dual sample chambers allowing comparisons to be made of ambiently-irradiated and dark adapted phytoplankton samples."
"S0422";"observation of egg production incubation experiment";"10/2/2006 19:26:59";"";"Observation and manual counting of events in an experiment where animals are kept for a predetermined time in conditions where they are unable to eat their reproductive products."
"S04220";"in-situ microelectrode";"3/9/2016 10:21:10";"";"A particular type of sensor incorporating a small (typically 50 microns or less) platinum electrode for measuring dissolved gas, usually oxygen, concentrations in place in the field."
"S04221";"in-situ nutrient analysis system";"10/2/2006 19:26:59";"";"An instrument for measuring nutrient concentrations in the water column by chemical analysis, usually colorimetry, in place in the field."
"S04222";"in-situ optical attenuance measurement";"10/2/2006 19:26:59";"";"A technique to quantify the abundance of suspended particles based on measuring the rate at which light intensity decreases with distance in the water column in place in the field."
"S04223";"in-situ optical backscatter measurement";"10/4/2011 12:38:33";"";"A technique that measures the returned proportion of light transmitted into a fixed volume of water from an instrument located in the water column.  It may be determined as an inherent optical property or used as an indirect measure of suspended sediment concentration."
"S04224";"in-situ particle sizer";"9/13/2010 15:53:53";"";"An instrument that determines size spectra of particulates in the water column or the atmosphere in place in the field."
"S04226";"in-situ pulsed electrode";"10/2/2006 19:26:59";"";"A type of polarographic sensor in which the polarisation of the membrane is regularly varied for measuring dissolved oxygen concentrations in place in the field."
"S04227";"in-situ rain gauge";"10/2/2006 19:26:59";"";"An instrument for determining the amount of rainfall in place in the field."
"S04228";"in-situ sensor";"10/2/2006 19:26:59";"";"An instrument for measuring a parameter in place in the field."
"S04229";"in-situ silicate analysis system";"10/2/2006 19:26:59";"";"An instrument for measuring silicate concentrations in the water column by chemical analysis, usually colorimetry, in place in the field."
"S0423";"optical microscopy";"10/2/2006 19:26:59";"";"Identification and quantification of biological entities or other small objects using a conventional optical microscope."
"S04230";"in-situ sonic anemometer";"10/2/2006 19:26:59";"";"An instrument for measuring wind speed and direction in place in the field by means of the properties of wind-borne sound waves."
"S04231";"in-situ thermistor";"10/2/2006 19:26:59";"";"A semiconductor with large linear changes of resistance as a function of temperature located in the medium of measurement (water column or atmosphere) to measure temperature."
