"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS004176";"1,2,4,5-tetrachlorobenzene";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene) with formula C6H2Cl4 carrying the four chloro groups at positions 1, 2, 4, and 5."
"CS004177";"tebutam";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004178";"methamidophos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004179";"bromacil";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004180";"thiabendazole";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004181";"acetochlor";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004182";"anthraquinone";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004183";"mesotrione";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004184";"prosulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004185";"pyraclostrobine";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004186";"trifloxystrobin";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004187";"2-chloro-5-methylaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004188";"2-chloro-4-aminotoluene";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004189";"4-chloro-n-methylaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004190";"naphtho(2,3-a)pyrene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004191";"norethindrone";"8/25/2021 01:36:52";"";"An organic compound belonging to the group of the sterols or steroids."
"CS004192";"profluralin";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004193";"fipronil sulfone";"8/25/2021 01:36:52";"";"A metabolite of the insecticide fipronil."
"CS004194";"pentacosafluorotridecanoic acid";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS004195";"drospirenone";"8/25/2021 01:36:52";"";"An organic compound belonging to the group of the sterols or steroids."
"CS004196";"triethyllead";"8/25/2021 01:36:52";"";"An organometallic compound."
"CS004197";"trimethylchrysenes";"8/25/2021 01:36:52";"";"Mixture (or sum) of the undifferentiated isomers of the methylchrysene with chemical formula C21H18."
"CS004198";"3-methylcholanthrene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004199";"dibenzo(a,c)anthracene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004200";"decahydronaphthalene";"8/25/2021 01:36:52";"decalin";"A polycyclic aromatic hydrocarbon used as a solvent."
"CS004201";"hydroxyprogesterone caproate";"8/25/2021 01:36:52";"";"An organic compound belonging to the group of the sterols or steroids."
"CS004202";"2,6-di-tert-butylphenol";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS004203";"7,12-dimethyltetraphene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004204";"ovatoxin A";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004205";"carboxyhomoyessotoxin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004206";"microcystin LW";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C54H72N8O12 belonging to the microcystin group, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS004207";"lenacil";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004208";"2-nitrochlorobenzene";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene)."
"CS004209";"2,6-dichloroaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004210";"4-chlorotoluene";"8/25/2021 01:36:52";"";"An organochloride compound."
"CS004211";"2-chloro-6-methylaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004212";"imazaquin";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004213";"benzo(b)fluoranthene+benzo(j)fluoranthene";"8/25/2021 01:36:52";"B(b)F+B(j)F";"An undifferentiated mixture (or sum) of two polycyclic aromatic hydrocarbons with four benzene rings with chemical formula C20H12 (CAS 205-99-2 plus CAS 205-82-3)."
"CS004214";"monomethylchrysenes";"8/25/2021 01:36:52";"3351-28-8 ; 3351-32-4 ;
3351-31-3 ; 3351-30-2 ;
3697-24-3 ; 1705-85-7";"Mixture (or sum) of the undifferentiated isomers of the methylchrysene with chemical formula C19H14."
"CS004215";"domoic acid and epidomoic acid";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004216";"yessotoxins";"8/25/2021 01:36:52";"YTXs";"A biotoxin."
"CS004217";"benzo(a)pyrene hydroxylated metabolites";"8/25/2021 01:36:52";"MetOH-B(a)P";"Mixture (or sum) of all detectable hydroxylated metabolites of benzo(a)pyrene, a polycyclic aromatic hydrocarbon (PAH)."
"CS004218";"monomethylpyrenes+monomethylfluoranthenes";"8/25/2021 01:36:52";"";"Undifferentiated mixture (or sum) of monomethylpyrene and monomethylfluoranthene isomers, polycyclic aromatic hydrocarbons with chemical formula C17H12."
"CS004219";"monomethylnaphthalenes";"8/25/2021 01:36:52";"91-57-6 ; 90-12-0";"Undifferentiated mixture (or sum) of monomethylnaphthalene isomers, polycyclic aromatic hydrocarbons with chemical formula C11H10."
"CS004220";"azaspiracid-1";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004221";"desmethyl microcystin RR";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C48H73N13O12 belonging to the microcytin group, a group of toxins produced by Cyanobacteria (cyanotoxin)."
"CS004222";"pectenotoxin 1";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004223";"microcystin RR";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C49H75N13O12 belonging to the microcystins, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS004224";"microcystin LA";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C46H67N7O12 belonging to the microcystins, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS004225";"leptophos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004226";"trichlopyr";"3/27/2022 08:56:11";"";"Chemical substance used as an herbicide."
"CS004227";"oryzalin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004228";"imazamethabenz";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004229";"dimefuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004230";"thifensulfuron-methyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004231";"fenazaquin";"8/25/2021 01:36:52";"";"Chemical substance used as an acaricide."
"CS004232";"lead-214";"1/24/2022 00:28:29";"214Pb";"A radioisotope of the element lead."
"CS004233";"spirolide-a";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004234";"domoic acid";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004235";"fluvalinate";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004236";"bromophos-ethyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004237";"dinocap";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004238";"bromophos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004239";"desmetryn";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004240";"pendimethalin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004241";"terbumeton";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004242";"carbetamide";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004243";"carbaryl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004244";"phoxim";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004245";"isoxaben";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004246";"propachlor";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004247";"chlordecone";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004248";"rimsulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004249";"quizalofop";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004250";"fentin acetate";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004251";"foramsulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004252";"2,4,5-trichlorophenoxyacetic acid";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004253";"flufenacet/thiafluamide";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004254";"deisopropylatrazine";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite derived from the herbicide atrazine."
"CS004255";"atrazine-2-hydroxy";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite derived from the herbicide atrazine."
"CS004256";"ibuprofen";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004257";"atenolol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004258";"metoprolol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004259";"bisoprolol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004260";"alprazolam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004261";"bromazepam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004262";"lorazepam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004263";"oxazepam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004264";"midazolam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004265";"abacavir";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004266";"indinavir";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004267";"nelfinavir";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004268";"saquinavir";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004269";"clotrimazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004270";"caffeine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004271";"hydrochlordecone";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004272";"omeprazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004273";"astemizole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004274";"chlorpromazine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004275";"flunarizine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004276";"timiperone";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004277";"fluphenazine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004278";"amitriptyline";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004279";"morpholine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004280";"atorvastatin";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004281";"primidone";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004282";"flusilazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004283";"hexaconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004284";"tetraconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004285";"metconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004286";"difenoconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004287";"diethylamine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004288";"lamivudine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004289";"iprodione";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004290";"2,4-dichloroaniline";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004291";"fluquinconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004292";"2-phenylphenol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004293";"gymnodimine a";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004294";"zineb";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004295";"carbendazim";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004296";"bezafibrate";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004297";"triclosan";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004298";"clenbuterol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004299";"clopidogrel";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004300";"simazine-2-hydroxy";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite derived from the herbicide simazine."
"CS004301";"sotalol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004302";"dextropropoxyphene";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004303";"sildenafil";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004304";"naproxen";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004305";"gemfibrozil";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004306";"losartan";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004307";"meprobamate";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004308";"metalaxyl";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
