"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS002759";"radium-226";"5/17/2021 22:50:38";"226Ra";"An isotope of the chemical element radium, one of six chemical elements classified as an alkaline earth metal. Its atomic number is 88."
"CS002760";"radium-228";"5/17/2021 22:50:38";"228Ra";"An isotope of the chemical element radium, one of six chemical elements classified as an alkaline earth metal. Its atomic number is 88."
"CS002761";"americium-241";"11/11/2015 17:55:08";"241Am";"An isotope of the chemical element americium"
"CS002762";"bismuth-214";"11/11/2015 17:59:42";"214Bi";"An isotope of the chemical element bismuth"
"CS002763";"caesium-134";"11/11/2015 18:01:22";"134Cs";"An isotope of the chemical element caesium"
"CS002764";"cobalt-58";"11/11/2015 18:07:40";"58Co";"An isotope of the chemical element cobalt"
"CS002765";"cobalt-60";"11/11/2015 18:08:21";"60Co";"An isotope of the chemical element cobalt"
"CS002766";"lead-210";"11/11/2015 18:09:48";"210Pb";"An isotope of the chemical element lead"
"CS002767";"plutonium-238";"11/11/2015 18:11:29";"238Pu";"An isotope of the chemical element plutonium"
"CS002768";"plutonium-239";"11/11/2015 18:12:43";"239Pu";"An isotope of the chemical element plutonium"
"CS002769";"plutonium-240";"11/11/2015 18:13:08";"240Pu";"An isotope of the chemical element plutonium"
"CS002770";"polonium-210";"11/11/2015 18:16:19";"210Po";"An isotope of the chemical element polonium"
"CS002771";"polonium-218";"11/11/2015 18:16:38";"218Po";"An isotope of the chemical element polonium"
"CS002772";"protactinium-231";"11/11/2015 18:17:53";"231Pa";"An isotope of the chemical element protactinium"
"CS002773";"strontium-90";"11/11/2015 18:20:15";"90Sr";"An isotope of the chemical element strontium"
"CS002774";"thorium-228";"11/11/2015 18:22:57";"228Th";"An isotope of the chemical element thorium"
"CS002775";"thorium-230";"11/11/2015 18:23:18";"230Th";"An isotope of the chemical element thorium"
"CS002776";"thorium-234";"11/11/2015 18:23:38";"234Th";"An isotope of the chemical element thorium"
"CS002777";"thorium-238";"11/11/2015 18:23:56";"238Th";"An isotope of the chemical element thorium"
"CS002778";"uranium-234";"11/11/2015 18:25:43";"234U";"An isotope of the chemical element uranium"
"CS002779";"oxygen";"11/11/2015 18:44:24";"O2";"Molecular oxygen"
"CS002780";"neptunium-237";"11/12/2015 17:30:15";"237Np";"An isotope of the chemical element neptunium"
"CS002781";"tritium";"11/12/2015 17:32:10";"3H";"An isotope of the chemical element hydrogen"
"CS002782";"erbium";"12/15/2015 17:29:55";"Er";"A Rare Earth Element (REE)"
"CS002783";"cerium";"12/15/2015 17:29:55";"Ce";"A Rare Earth Element (REE)"
"CS002784";"dysprosium";"12/15/2015 17:29:55";"Dy";"A Rare Earth Element (REE)"
"CS002785";"holmium";"12/15/2015 17:29:55";"Ho";"A Rare Earth Element (REE)"
"CS002786";"praseodymium";"12/15/2015 17:29:55";"Pr";"A Rare Earth Element (REE)"
"CS002787";"terbium";"12/15/2015 17:29:55";"Tb";"A Rare Earth Element (REE)"
"CS002788";"lanthanum";"12/15/2015 17:29:55";"La";"A Rare Earth Element (REE)"
"CS002789";"neodymium";"12/15/2015 17:29:55";"Nd";"A Rare Earth Element (REE)"
"CS002790";"europium";"12/15/2015 17:29:55";"Eu";"A Rare Earth Element (REE)"
"CS002791";"ytterbium";"12/15/2015 17:29:55";"Yb";"A Rare Earth Element (REE)"
"CS002792";"gadolinium";"12/15/2015 17:29:55";"Gd";"A Rare Earth Element (REE)"
"CS002793";"samarium";"12/15/2015 17:29:55";"Sm";"A Rare Earth Element (REE)"
"CS002794";"lutetium";"12/15/2015 17:29:55";"Lu";"A Rare Earth Element (REE)"
"CS002795";"thulium";"12/15/2015 17:29:55";"Tm";"A Rare Earth Element (REE)"
"CS002797";"neodymium-143";"1/28/2016 22:57:58";"143Nd";"A naturally occurring stable isotope of the chemical element neodymium"
"CS002798";"nitrous oxide";"2/23/2016 11:47:00";"N2O";"An oxide of nitrogen also known as dinitrogen oxide or laughing gas"
"CS002799";"eicosenoic acid";"2/26/2016 13:08:36";"";"Eicosenoic acid may refer to one of three closely related chemical compounds: 9-Eicosenoic acid (gadoleic acid), an omega-11 fatty acid; 11-Eicosenoic acid (gondoic acid), an omega-9 fatty acid; 13-Eicosenoic acid (paullinic acid), an omega-7 fatty acid."
"CS002800";"EPA 16 priority polycyclic aromatic hydrocarbons";"2/26/2016 13:08:36";"EPA 16 PAHs";"A mixture of 16 polycyclic aromatic hydrocarbon given priority by the EPA - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. Organic pollutant."
"CS002801";"free ecdysteroids";"2/26/2016 13:08:36";"ecdysone-equivalents";"A group of hormones found in Arthropods that are either categorised as free or congugated."
"CS002802";"heptachlor epoxide";"2/26/2016 13:08:36";"";"A degradation product of heptachlor, an insecticide."
"CS002803";"heptadecenoic acid";"2/26/2016 13:08:36";"";"An unsaturated fatty acid."
"CS002804";"hexadecadienoic acid";"2/26/2016 13:08:36";"";"A polyunsaturated fatty acid."
"CS002805";"hexadecatrienoic acid";"2/26/2016 13:08:36";"";"A fatty acid."
"CS002806";"lipids";"2/26/2016 13:08:36";"";"A group of naturally occurring molecules that include fats, waxes, sterols, fat-soluble vitamins (such as vitamins A, D, E, and K), monoglycerides, diglycerides, triglycerides, phospholipids, and others."
"CS002807";"nitrogen";"2/26/2016 13:08:36";"N";"The chemical element nitrogen."
"CS002808";"nitrogen-15";"2/26/2016 13:08:36";"15N";"An isotope of the chemical element nitrogen."
"CS002809";"oxygen-18";"2/26/2016 13:08:36";"18O";"An isotope of the chemical element oxygen."
"CS002810";"PCB28+PCB52+PCB101+PCB118+PCB138+PCB153+PCB180";"4/9/2020 14:53:23";"Sum 7 PCB indicator congeners";"A mixture of 7 polychlorinated biphenyl congeners."
"CS002811";"p,p'DDT+p,p'DDD+p,p'DDE";"4/11/2016 10:30:11";"";"A mixture of organochlorine compounds that are persistent organic pollutants."
"CS002812";"protein";"7/29/2017 18:10:10";"";"Large biomolecule, or macromolecule, consisting of one or more long chains of amino acids linked by peptide bonds."
"CS002813";"tributyltin (expressed as tin)";"9/26/2017 12:59:01";"TBTasSn";"A class of organotin compounds which contain the (C4H9)3Sn group. Expressed as tin means that the molecular weight is taken as the atomic weight of tin."
"CS002814";"tributyltin compounds";"2/26/2016 13:08:36";"";"A class of organotin compounds which contain the (C4H9)3Sn group."
"CS002815";"triphenyltin (expressed as tin)";"8/9/2017 19:18:48";"TPTasSn";"A class of organotin compounds based on three benzene rings bound to an atom of tin. Expressed as tin means that the molecular weight is taken as the atomic weight of tin."
"CS002816";"unresolved complex mixture";"2/26/2016 13:08:36";"UCM";"A feature frequently observed in gas chromatographic (GC) data of crude oils and extracts from organisms exposed to oil."
"CS002817";"2,2',3,4,4',5'-hexachlorobiphenyl plus 2,3,3',4',5,6-hexachlorobiphenyl";"2/26/2016 13:08:36";"PCB138+PCB163";"A mixture of two of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS002818";"2,2',3,4',5-pentachlorobiphenyl plus 2,2',4,5,5'-pentachlorobiphenyl";"2/26/2016 13:08:36";"PCB90+PCB101";"A mixture of two of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS002819";"2,2',3',4'-tetrachlorobiphenyl plus 2,3,4',6-tetrachlorobiphenyl";"2/26/2016 13:08:36";"PCB41+PCB64";"A mixture of two of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS002820";"2,3,3',4'-tetrachlorobiphenyl plus 2,3,4,4'-tetrachlorobiphenyl";"2/26/2016 13:08:36";"PCB56+PCB60";"A mixture of two of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS002821";"9-tetradecenoic acid";"2/26/2016 13:08:36";"9-myristoleic acid";"An omega-5 fatty acid."
"CS002822";"aminoacyl-tRNA synthetases";"2/26/2016 13:08:36";"AARS";"An enzyme that attaches the appropriate amino acid onto its tRNA."
"CS002823";"apolar fat";"2/26/2016 13:08:36";"";"Esters of three fatty acid chains and the alcohol glycerol, also known as triglycerides."
"CS002824";"benzo(b,j,k)fluoranthene";"1/24/2019 16:02:54";"";"A mixture of three polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002825";"benzo(b,k)fluoranthene";"1/24/2019 16:04:08";"";"A mixture of two polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002826";"benzo(j,k)fluoranthene";"1/24/2019 16:03:29";"";"A mixture of two polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002827";"C1-dibenzothiophenes";"2/26/2016 13:08:36";"";"Organosulfur compounds consisting of two benzene rings fused to a central thiophene ring."
"CS002828";"C1-phenanthrenes";"2/26/2016 13:08:36";"";"A grouping of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002829";"C2-dibenzothiophenes";"2/26/2016 13:08:36";"";"Organosulfur compounds consisting of two benzene rings fused to a central thiophene ring."
"CS002830";"C2-naphthalenes";"2/26/2016 13:08:36";"";"A grouping of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002831";"C2-phenanthrenes";"2/26/2016 13:08:36";"";"A grouping of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002832";"C3-dibenzothiophenes";"2/26/2016 13:08:36";"";"Organosulfur compounds consisting of two benzene rings fused to a central thiophene ring."
"CS002833";"C3-naphthalenes";"2/26/2016 13:08:36";"";"A grouping of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002834";"C3-phenanthrenes";"2/26/2016 13:08:36";"";"A grouping of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002835";"C4-naphthalenes";"2/26/2016 13:08:36";"";"A grouping of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002836";"carbon";"2/26/2016 13:08:36";"C";"The chemical element carbon."
"CS002837";"carbon-13";"2/26/2016 13:08:36";"13C";"An isotope of the chemical element carbon."
"CS002838";"chrysene + triphenylene";"2/26/2016 13:08:36";"";"A mixture of polycyclic aromatic hydrocarbons - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002839";"cis-11-docosenoic acid";"8/9/2017 18:48:41";"cetoleic acid";"A docosenoic (22-carbon) monounsaturated fatty acid having a cis double bond at position 11."
"CS002840";"cis-11-hexadecenoic acid";"2/26/2016 13:08:36";"";"A monounsaturated omega-7 fatty acid."
"CS002841";"cis-11-octadecenoic acid";"2/26/2016 13:08:36";"";"A monounsaturated omega-9 fatty acid."
"CS002842";"cis-13-eicosenoic acid";"2/26/2016 13:08:36";"";"A monounsaturated omega-9 fatty acid."
"CS002843";"cis-13-tetracosenoic acid";"2/26/2016 13:08:36";"";"A monounsaturated fatty acid."
"CS002844";"cis-6,cis-9,cis-12,cis-15,cis-18-heneicosapentaenoic acid";"2/26/2016 13:08:36";"";"A polyunsaturated omega-3 fatty acid."
"CS002845";"cis-6,cis-9,cis-12,cis-15-hexadecatetraenoic acid";"2/26/2016 13:08:36";"";"A fatty acid."
"CS002846";"cis-6,cis-9,cis-12,cis-15-octadecatetranoic acid";"2/26/2016 13:08:36";"";"A fatty acid."
"CS002847";"cis-7,cis-10,cis-13,cis-16,cis-19-docosapentaenoic acid";"2/26/2016 13:08:36";"clupanodonic acid";"A polyunsaturated omega-3 fatty acid."
"CS002848";"cis-7,cis-10,cis-13,cis-16-hexadecatetranoic acid";"2/26/2016 13:08:36";"";"A fatty acid."
"CS002849";"cis-7-hexadecenoic";"2/26/2016 13:08:36";"";"A monounsaturated omega-7 fatty acid."
"CS002850";"cis-8,cis-11,cis-14,cis-17-eicosatetraenoic acid";"2/26/2016 13:08:36";"juniperonic acid";"A polyunsaturated omega-3 fatty acid."
"CS002851";"cis-9-eicosenoic acid";"2/26/2016 13:08:36";"gadoleic acid";"An unsaturated fatty acid."
"CS002852";"DDT+DDD+DDE";"2/26/2016 13:08:36";"";"A mixture of organochlorine compounds that are persistent organic pollutants."
"CS002853";"carbon-13 in carbonate";"2/29/2016 17:27:47";"13C in CO3";"An isotope of the chemical element carbon in the carbonate molecule."
"CS002854";"wax esters";"2/29/2016 17:27:47";"";"Esters of a fatty acid and a fatty alcohol. Wax esters have similar chemical properties to triglycerides, but are indigestible."
"CS002855";"triglycerides";"2/29/2016 17:27:47";"";"Esters derived from glycerol and three fatty acids."
"CS002856";"oxygen-18 in carbonate";"2/29/2016 17:27:47";"18O in CO3";"An isotope of the chemical element oxygen in the carbonate molecule."
"CS002857";"organic carbon";"3/22/2016 09:55:19";"organic_C";"Atomic carbon that is incorporated into covalently-bonded carbon compounds."
"CS002858";"oxygen-18 in dissolved oxygen";"3/7/2016 15:27:41";"18O in O2";"An isotope of the chemical element oxygen in the oxygen molecule."
"CS002859";"organic nitrogen";"3/22/2016 09:55:19";"organic_N";"Atomic nitrogen that is incorporated into covalently-bonded carbon compounds."
"CS002860";"total carbon";"3/22/2016 09:44:04";"total_C";"Atomic carbon that is incorporated into any compound."
"CS002861";"inorganic carbon";"3/22/2016 09:55:19";"inorganic_C";"Atomic carbon that is incorporated into any compound that is not a covalently-bonded carbon compound."
"CS002862";"carbon-13 in organic carbon";"3/22/2016 09:48:21";"13C in organic_C";"An isotope of the chemical element carbon in organic carbon."
"CS002863";"carbon-13 in inorganic carbon";"3/22/2016 09:48:28";"13C in inorganic_C";"An isotope of the chemical element carbon in inorganic carbon."
"CS002864";"biopolymeric carbon";"3/22/2016 10:02:44";"biopolymeric_C";"Unavailable."
"CS002865";"carbon-13 in carbon dioxide";"3/7/2016 15:27:41";"13C in CO2";"An isotope of the chemical element carbon in the carbon dioxide molecule."
"CS002866";"total nitrogen";"3/22/2016 09:44:21";"total_N";"Atomic nitrogen that is incorporated into any compound."
"CS002867";"inorganic nitrogen";"3/22/2016 09:55:19";"inorganic_N";"Atomic nitrogen that is incorporated into any compound that is not a covalently-bonded carbon compound."
"CS002868";"carbon-13 in methane";"3/7/2016 15:27:41";"13C in CH4";"An isotope of the chemical element carbon in the methane molecule."
"CS002869";"oxygen-18 in water molecules";"3/7/2016 15:27:41";"18O in H2O";"An isotope of the chemical element oxygen in the water molecule."
"CS002870";"oxygen-18 in nitrate";"3/7/2016 15:27:41";"18O in NO3-";"An isotope of the chemical element oxygen in the nitrate molecule."
"CS002871";"carbon-13 in total carbon";"3/22/2016 09:46:22";"13C in total_C";"An isotope of the chemical element carbon in total carbon."
"CS002872";"carbon-13 in bicarbonate";"3/7/2016 15:27:41";"13C in HCO3-";"An isotope of the chemical element carbon in the bicarbonate molecule."
"CS002873";"carbon-13 in cholesterol";"3/7/2016 15:27:41";"13C in cholesterol";"An isotope of the chemical element carbon in the cholesterol molecule."
"CS002874";"carbon-13 in brassicasterol";"3/7/2016 15:27:41";"13C in brassicasterol";"An isotope of the chemical element carbon in the brassicasterol molecule."
"CS002875";"helium-3";"3/7/2016 15:27:41";"3He";"An isotope of the chemical element helium."
"CS002877";"nitrite";"3/7/2016 15:27:41";"NO2-";"A polyatomic ion with the molecular formula NO2-."
"CS002878";"sulfur hexafluoride";"2/17/2022 22:32:09";"SF6 sulphur hexafluoride";"Unavailable."
"CS002879";"nitrate";"3/7/2016 15:27:41";"NO3-";"A polyatomic ion with the molecular formula NO3-."
"CS002880";"PCB28+PCB52+PCB101+PCB138+PCB153+PCB180";"4/9/2020 14:53:23";"Sum 6 PCB indicator congeners";"A mixture of 6 polychlorinated biphenyl congeners often used to characterize contamination by PCBs."
"CS002881";"chemically combined water";"3/8/2016 16:38:32";"H2O(+)";"Water that is chemically attached to materials e.g. clay and is only removed by exposure to high temperatures."
"CS002882";"chemically uncombined water";"3/8/2016 16:38:32";"H2O(-)";"Water that is not chemically attached to materials e.g. clay and can be easily separated from the material."
"CS002883";"inorganic arsenic";"3/22/2016 09:55:19";"inorganic_As";"Atomic arsenic that is incorporated into any compound that is not a covalently-bonded carbon compound. Includes all oxidation states."
"CS002884";"inorganic zinc";"3/22/2016 09:55:19";"inorganic_Zn";"Atomic zinc that is incorporated into any compound that is not a covalently-bonded carbon compound. Includes all oxidation states."
"CS002885";"labile cadmium";"7/21/2016 10:56:25";"labile_Cd";"Atomic cadmium that is weakly bound to organic or inorganic ligands."
"CS002886";"labile cobalt";"7/21/2016 10:56:25";"labile_Co";"Atomic cobalt that is weakly bound to organic or inorganic ligands."
"CS002887";"organic ligand-bound cobalt";"2/23/2017 14:26:17";"ligand-complexed_Co";"Elemental cobalt that is bound to organic moelecules to form stable complexes in aqueous solution."
"CS002888";"organic ligand-bound zinc";"2/23/2017 14:27:17";"ligand-complexed_Zn";"Elemental zinc that is bound to organic moelecules to form stable complexes in aqueous solution."
"CS002889";"refractory cadmium";"8/5/2019 17:04:10";"";"Atomic cadmium that is strongly bound to organic or inorganic ligands."
"CS002890";"refractory cobalt";"8/5/2019 17:04:10";"";"Atomic cobalt that is strongly bound to organic or inorganic ligands."
"CS002891";"refractory organic carbon";"8/5/2019 17:04:10";"";"Organic carbon that is not readily available to biological consumption."
"CS002892";"soluble vanadium";"3/22/2016 09:56:50";"soluble_V";"Unavailable."
"CS002893";"soluble zinc";"3/22/2016 09:56:50";"soluble_Zn";"Unavailable."
"CS002894";"total inorganic carbon";"3/8/2016 16:38:32";"TCO2";"The sum of inorganic carbon species. The inorganic carbon species include carbon dioxide, carbonic acid, bicarbonate anion, and carbonate."
"CS002895";"alpha-hexachlorocyclohexane+beta-hexachlorocyclohexane+gamma-hexachlorocyclohexane";"1/15/2021 14:34:26";"alphaHCH+betaHCH+gammaHCH CAS319-84-6+CAS319-85-7+CAS58-89-9";"A mixture of three isomers of the pesticide haxachlorocyclohexane in any proportion: alpha, beta and gamma (also known as lindane)."
"CS002896";"chlorophyll-a";"4/12/2016 16:43:08";"chl-a";"A photosynthetic pigment common to all oxygenic photosynthetic organisms."
"CS002902";"phaeopigments";"4/13/2016 15:21:17";"pheopigments";"A grouping term for pheophytins and pheophorbides; dominated by non-photosynthetic pigments issued from the breakdown of chlorophyll molecules; the only known exception is pheophytin-a which can also play a role as an electron acceptor in the photochemistry of plants and some bacteria."
"CS002904";"sodium";"5/2/2016 02:02:23";"Na";"Unavailable"
"CS002905";"chloride";"5/2/2016 02:02:23";"Cl-";"Unavailable"
"CS002906";"valine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002907";"zeaxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002908";"tyrosine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002909";"deoxyribonucleic acid";"5/2/2016 02:02:23";"DNA";"Unavailable"
"CS002910";"antheraxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002911";"arginine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002912";"dimethylsulphoxide";"5/2/2016 02:02:23";"DMSO";"Unavailable"
"CS002913";"cis-8,cis-11,cis-14-eicosatrienoic acid";"5/2/2016 02:02:23";"dihomo-gamma-linolenic acid C20:3FA";"Unavailable"
"CS002914";"10-methyldodecanoic acid";"5/2/2016 02:02:23";"10-methyllauric acid";"Unavailable"
"CS002915";"ferrous ion";"8/13/2019 12:52:33";"Fe2+ divalent iron";"Divalent iron cation also known as iron(2+), iron(2+) ion, iron(II) cation."
"CS002916";"phaeophorbide-a";"5/2/2016 02:02:23";"pheophorbide-a";"Unavailable"
"CS002917";"taurine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002918";"titanium";"5/2/2016 02:02:23";"Ti";"Unavailable"
"CS002919";"gallium";"5/17/2021 23:00:50";"Ga";"A chemical element from the 'other metals' group with atomic number is 31."
"CS002920";"methane";"5/2/2016 02:02:23";"CH4";"Unavailable"
"CS002921";"calcium";"5/17/2021 22:42:01";"Ca";"One of six chemical elements classified as an alkaline earth metal. Its atomic number is 20."
"CS002922";"iodide";"5/2/2016 02:02:23";"I-";"Unavailable"
"CS002923";"potassium";"5/2/2016 02:02:23";"K";"Unavailable"
"CS002924";"hydrogen peroxide";"5/2/2016 02:02:23";"H2O2";"Unavailable"
"CS002925";"beta-alanine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002926";"aspartic acid";"5/2/2016 02:02:23";"";"Unavailable"
"CS002927";"ethanoate";"5/2/2016 02:02:23";"acetate C2H3O2-";"Unavailable"
"CS002928";"diiodomethane";"5/2/2016 02:02:23";"CH2I2";"Unavailable"
"CS002929";"dichlorodifluoromethane";"5/2/2016 02:02:23";"CFC-12";"Unavailable"
"CS002930";"chloroiodomethane";"5/2/2016 02:02:23";"CH2ClI";"Unavailable"
"CS002931";"beta,epsilon-carotene";"5/2/2016 02:02:23";"alpha-carotene";"Unavailable"
"CS002932";"dinoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002933";"fucoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002934";"palythene";"5/2/2016 02:02:23";"";"Unavailable"
"CS002935";"1,1,2-trichloro-1,2,2-trifluoroethane";"5/2/2016 02:02:23";"CFC-113";"Unavailable"
"CS002936";"serine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002937";"methane sulphonic acid";"5/2/2016 02:02:23";"CH3SO3H";"Unavailable"
"CS002938";"neoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002939";"trimethylamine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002940";"cis-9-tetradecenoic acid";"5/2/2016 02:02:23";"myristoleic acid";"Unavailable"
"CS002941";"glycine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002942";"chlorophyllide-a";"5/2/2016 02:02:23";"";"Unavailable"
"CS002943";"diadinoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002944";"ethylamine";"5/2/2016 02:02:23";"ethanamine";"Unavailable"
"CS002945";"14-methylhexadecanoic acid";"5/2/2016 02:02:23";"14-methylpalmitic acid";"Unavailable"
"CS002946";"alloxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002947";"11-methyltridecanoic acid";"5/2/2016 02:02:23";"11-isomyristic acid";"Unavailable"
"CS002948";"12-methyltetradecanoic acid";"5/2/2016 02:02:23";"anteisopentadecanoic acid";"Unavailable"
"CS002949";"14-methylpentadecanoic acid";"5/2/2016 02:02:23";"isopalmitic acid";"Unavailable"
"CS002950";"neon";"5/2/2016 02:02:23";"Ne";"Unavailable"
"CS002951";"glutamic acid";"5/2/2016 02:02:23";"";"Unavailable"
"CS002952";"cis-11,cis-14,cis-17-eicosatrienoic acid";"5/2/2016 02:02:23";"";"Unavailable"
"CS002953";"violaxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002954";"ornithine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002955";"dimethylamine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002956";"methionine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002957";"bromoiodomethane";"5/2/2016 02:02:23";"CH2BrI";"Unavailable"
"CS002958";"leucine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002959";"lutein";"5/2/2016 02:02:23";"";"Unavailable"
"CS002960";"trans-9-hexadecenoic acid";"5/2/2016 02:02:23";"palmitelaidic acid trans-9-palmitoleic acid";"Unavailable"
"CS002961";"trichlorofluoromethane";"5/2/2016 02:02:23";"CFC-11";"Unavailable"
"CS002962";"antimony";"5/2/2016 02:02:23";"Sb";"Unavailable"
"CS002963";"bismuth";"5/2/2016 02:02:23";"Bi";"Unavailable"
"CS002964";"threonine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002965";"21-methyldocosanoic acid";"5/2/2016 02:02:23";"21-methylbehenic acid";"Unavailable"
"CS002966";"cis-13,cis-16-docosadienoic acid";"5/2/2016 02:02:23";"C22:2FA cis 13,16";"Unavailable"
"CS002967";"palythine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002968";"asparagine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002969";"iodate";"5/2/2016 02:02:23";"IO3-";"Unavailable"
"CS002970";"19-methyleicosanoic acid";"5/2/2016 02:02:23";"19-methylarachidic acid";"Unavailable"
"CS002971";"11-methyldodecanoic acid";"5/2/2016 02:02:23";"11-methyllauric acid";"Unavailable"
"CS002972";"19'-hexanoyloxyfucoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002973";"phaeophorbide-b";"5/2/2016 02:02:23";"pheophorbide-b";"Unavailable"
"CS002974";"prasinoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS002975";"pyrophaeophytin-a";"5/2/2016 02:02:23";"pyropheophytin-a";"Unavailable"
"CS002976";"sulphate";"6/14/2017 18:48:05";"SO4(2-) sulfate";"Unavailable"
"CS002977";"phenylalanine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002978";"trans-11-octadecenoic acid";"5/2/2016 02:02:23";"vaccenic acid";"Unavailable"
"CS002979";"thorium";"5/2/2016 02:02:23";"Th";"Unavailable"
"CS002980";"iodomethane";"5/2/2016 02:02:23";"methyl iodide CH3I";"Unavailable"
"CS002981";"magnesium";"5/17/2021 22:40:20";"Mg";"One of six chemical elements classified as an alkaline earth metal. Its atomic number is 12."
"CS002982";"dimethyl sulphide";"5/2/2016 02:02:23";"DMS";"Unavailable"
"CS002983";"chlorophyllide-b";"5/2/2016 02:02:23";"";"Unavailable"
"CS002984";"glutamine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002985";"beta,beta-carotene";"5/2/2016 02:02:23";"beta-carotene";"Unavailable"
"CS002986";"ferrioxamine E";"5/2/2016 02:02:23";"hydroxamate siderophore";"Unavailable"
"CS002987";"palythinol";"5/2/2016 02:02:23";"";"Unavailable"
"CS002988";"12-methyltridecanoic acid";"5/2/2016 02:02:23";"12-isomyristic acid";"Unavailable"
"CS002989";"13-methyltetradecanoic acid";"5/2/2016 02:02:23";"13-methylmyristic acid";"Unavailable"
"CS002990";"yttrium";"5/2/2016 02:02:23";"Y";"Unavailable"
"CS002991";"aluminium";"5/2/2016 02:02:23";"Al";"Unavailable"
"CS002992";"histidine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002993";"isoleucine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002994";"alanine";"5/2/2016 02:02:23";"";"Unavailable"
"CS002995";"iodoethane";"5/2/2016 02:02:23";"ethyl iodide C2H5I";"Unavailable"
"CS002996";"usujirene";"5/2/2016 02:02:23";"";"Unavailable"
"CS002997";"21-methyltricosanoic acid";"5/2/2016 02:02:23";"";"Unavailable"
"CS002998";"phaeophytin-a";"6/7/2019 19:34:01";"pheophytin-a";"A pigment with the same molecular structure as chlorophyll-a but without the central magnesium ion Mg2+. Phaeophytin (syn. pheophytin) plays a key role in the photosynthetic electron transport chains of plants and purple bacteria."
"CS002999";"phaeophytin-b";"5/2/2016 02:02:23";"pheophytin-b";"Unavailable"
"CS003000";"shinorine";"5/2/2016 02:02:23";"";"Unavailable"
"CS003001";"tribromomethane";"12/17/2018 16:02:40";"CHBr3 bromoform";"Unavailable"
"CS003002";"carbon monoxide";"5/2/2016 02:02:23";"CO";"Unavailable"
"CS003003";"molybdenum";"5/2/2016 02:02:23";"Mo";"Unavailable"
"CS003004";"tin";"5/2/2016 02:02:23";"Sn";"Unavailable"
