AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving
1573;Massafractie perfluoroctaansulfonylamide(N-ethyl)azijnzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;EtFOSAA;perfluoroctaansulfonylamide(N-ethyl)azijnzuur
1574;Massafractie ammonium 2,3,3,3-tetrafluor-2-(heptafluorpropoxy)-propanoaat in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;FRD-902;ammonium 2,3,3,3-tetrafluor-2-(heptafluorpropoxy)-propanoaat
1575;Massafractie 2,3,3,3-tetrafluor-2-(heptafluorpropoxy)propionzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;FRD-903;2,3,3,3-tetrafluor-2-(heptafluorpropoxy)propionzuur
1576;Massafractie 2-(perfluoroctyl)ethaan-1-sulfonzuur (8:2 FTS) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;H-PFC10asfzr;2-(perfluoroctyl)ethaan-1-sulfonzuur (8:2 FTS)
1577;Massafractie 1H,1H,2H,2H-perfluordodecaansulfonzuur (10:2 FTS) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;H-PFC12asfzr;1H,1H,2H,2H-perfluordodecaansulfonzuur (10:2 FTS)
1578;Massafractie 2-(perfluorbutyl)ethaan-1-sulfonzuur (4:2 FTS) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;H-PFC6asfzr;2-(perfluorbutyl)ethaan-1-sulfonzuur (4:2 FTS)
1579;Massafractie 7H-perfluorheptaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HPFHpA;7H-perfluorheptaanzuur
1580;Massafractie 2H,2H,3H,3H-perfluorundecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;H-PFUdA;2H,2H,3H,3H-perfluorundecaanzuur
1581;Massafractie perfluorbutaansulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;L_PFBS;perfluorbutaansulfonzuur
1582;Massafractie perfluor-1-decaansulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;L_PFDS;perfluor-1-decaansulfonzuur
1583;Massafractie perfluor-1-heptaansulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;L_PFHpS;perfluor-1-heptaansulfonzuur
1584;Massafractie perfluorhexaansulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;L_PFHxS;perfluorhexaansulfonzuur
1585;Massafractie perfluor-1-octaansulfonaat (lineair) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;L_PFOS;perfluor-1-octaansulfonaat (lineair)
1586;Massafractie perfluorbutaansulfonylamide(N-methyl)azijnzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;MeFBSAA;perfluorbutaansulfonylamide(N-methyl)azijnzuur
1587;Massafractie N-methylperfluorbutaansulfonamide in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;NC1yPFC4asfA;N-methylperfluorbutaansulfonamide
1588;Massafractie perfluorbutaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFBA;perfluorbutaanzuur
1589;Massafractie perfluorhexadecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFC16azr;perfluorhexadecaanzuur
1590;Massafractie perfluoroctadecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFC18azr;perfluoroctadecaanzuur
1591;Massafractie perfluor-1-pentaansulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFC5asfzr;perfluor-1-pentaansulfonzuur
1592;Massafractie perfluornonaan-1-sulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFC9asfzr;perfluornonaan-1-sulfonzuur
1593;Massafractie perfluordecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFDA;perfluordecaanzuur
1594;Massafractie perfluordodecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFDoA;perfluordodecaanzuur
1595;Massafractie perfluorheptaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFHpA;perfluorheptaanzuur
1596;Massafractie perfluorhexaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFHxA;perfluorhexaanzuur
1597;Massafractie perfluornonaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFNA;perfluornonaanzuur
1598;Massafractie perfluoroctaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFOA;perfluoroctaanzuur
1599;Massafractie perfluoroctaansulfonzuur (lineair) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFOS;perfluoroctaansulfonzuur (lineair)
1600;Massafractie perfluoroctaansulfonamide in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFOSA;perfluoroctaansulfonamide
1601;Massafractie perfluorpentaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFPA;perfluorpentaanzuur
1602;Massafractie perfluortridecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFTDA;perfluortridecaanzuur
1603;Massafractie perfluortetradecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFTeDA;perfluortetradecaanzuur
1604;Massafractie perfluorundecaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PFUdA;perfluorundecaanzuur
1605;Massafractie som vertakte PFHxS-isomeren in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sverttPFHxS;som vertakte PFHxS-isomeren
1606;Massafractie som vertakte PFOS-isomeren in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sverttPFOS;som vertakte PFOS-isomeren
1607;Massafractie 11-chlooreicosafluor-3-oxaundecaan-1-sulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;11ClPF3OUdS;11-chlooreicosafluor-3-oxaundecaan-1-sulfonzuur
1608;Massafractie 2-(perfluorhexyl)ethaan-1-sulfonzuur (6:2 FTS) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;2PFC6yC2a1sf;2-(perfluorhexyl)ethaan-1-sulfonzuur (6:2 FTS)
1609;Massafractie 2(6chloor-dodecafluorhexoxy)-tetrafluorethaansulfonaat,Kzout in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;26ClF12C6oxT;2(6chloor-dodecafluorhexoxy)-tetrafluorethaansulfonaat,Kzout
1610;Massafractie 9-chloorhexadecaanfluor-3-oxanon-1-sulfonzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;9-Cl-PF3ONS;9-chloorhexadecaanfluor-3-oxanon-1-sulfonzuur
1611;Massafractie 2,3,7,8-tetrachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD48;2,3,7,8-tetrachloordibenzo-p-dioxine
1612;Massafractie 1,2,3,7,8-pentachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD54;1,2,3,7,8-pentachloordibenzo-p-dioxine
1613;Massafractie 1,2,3,4,7,8-hexachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD66;1,2,3,4,7,8-hexachloordibenzo-p-dioxine
1614;Massafractie 1,2,3,6,7,8-hexachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD67;1,2,3,6,7,8-hexachloordibenzo-p-dioxine
1615;Massafractie 1,2,3,7,8,9-hexachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD70;1,2,3,7,8,9-hexachloordibenzo-p-dioxine
1616;Massafractie 1,2,3,4,6,7,8-heptachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD73;1,2,3,4,6,7,8-heptachloordibenzo-p-dioxine
1617;Massafractie 1,2,3,4,6,7,8,9-octachloordibenzo-p-dioxine in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDD75;1,2,3,4,6,7,8,9-octachloordibenzo-p-dioxine
1618;Massafractie 2,3,4,7,8-pentachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF114;2,3,4,7,8-pentachloordibenzofuraan
1619;Massafractie 1,2,3,6,7,8-hexachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF121;1,2,3,6,7,8-hexachloordibenzofuraan
1620;Massafractie 1,2,3,7,8,9-hexachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF124;1,2,3,7,8,9-hexachloordibenzofuraan
1621;Massafractie 2,3,4,6,7,8-hexachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF130;2,3,4,6,7,8-hexachloordibenzofuraan
1622;Massafractie 1,2,3,4,6,7,8-heptachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF131;1,2,3,4,6,7,8-heptachloordibenzofuraan
1623;Massafractie 1,2,3,4,7,8,9-heptachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF134;1,2,3,4,7,8,9-heptachloordibenzofuraan
1624;Massafractie 1,2,3,4,6,7,8,9-octachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF135;1,2,3,4,6,7,8,9-octachloordibenzofuraan
1625;Massafractie 2,3,7,8-tetrachloordibenzofuraan in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCDF83;2,3,7,8-tetrachloordibenzofuraan
1626;Massafractie som PCDF118 en PCDF119 in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sPCDF118119;som PCDF118 en PCDF119
1627;Massafractie som PCDF89 en PCDF94 in Zwevende stof t.o.v. drooggewicht in ng/kg;ZS;Zwevende stof;ng/kg;nanogram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sPCDF9489;som PCDF89 en PCDF94
1631;Massafractie beta-endosulfan in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;bedsfn;beta-endosulfan
1637;Massafractie delta-hexachloorcyclohexaan in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;dHCH;delta-hexachloorcyclohexaan
1643;Massafractie hexachloorethaan in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HxClC2a;hexachloorethaan
1645;Massafractie monobutyltin (kation) in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;MC4ySn;monobutyltin (kation)
1646;Massafractie monofenyltin (kation) in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;MFySn;monofenyltin (kation)
1648;Massafractie 2,2',3,4,4',5'-hexabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE138;2,2',3,4,4',5'-hexabroomdifenylether
1651;Massafractie 2,2',3,4,4',5',6-heptabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE183;2,2',3,4,4',5',6-heptabroomdifenylether
1652;Massafractie 2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE209;2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether
1655;Massafractie 2,2',4,5'-tetrabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE49;2,2',4,5'-tetrabroomdifenylether
1656;Massafractie 2,2',4,6'-tetrabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE51;2,2',4,6'-tetrabroomdifenylether
1657;Massafractie 2,3',4,4'-tetrabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE66;2,3',4,4'-tetrabroomdifenylether
1658;Massafractie 2,3',4',6-tetrabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE71;2,3',4',6-tetrabroomdifenylether
1659;Massafractie 2,4,4',6-tetrabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE75;2,4,4',6-tetrabroomdifenylether
1660;Massafractie 2,2',3,4,4'-pentabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE85;2,2',3,4,4'-pentabroomdifenylether
1662;Massafractie 2,2',4,5,5'-pentachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB101;2,2',4,5,5'-pentachloorbifenyl
1663;Massafractie 2,3,3',4,4'-pentachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB105;2,3,3',4,4'-pentachloorbifenyl
1664;Massafractie 2,3',4,4',5-pentachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB118;2,3',4,4',5-pentachloorbifenyl
1665;Massafractie 2,2',3,4,4',5'-hexachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB138;2,2',3,4,4',5'-hexachloorbifenyl
1666;Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB153;2,2',4,4',5,5'-hexachloorbifenyl
1667;Massafractie 2,2',3,3',4,4',5-heptachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB170;2,2',3,3',4,4',5-heptachloorbifenyl
1668;Massafractie 2,2',5-trichloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB18;2,2',5-trichloorbifenyl
1669;Massafractie 2,2',3,4,4',5,5'-heptachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB180;2,2',3,4,4',5,5'-heptachloorbifenyl
1670;Massafractie 2,2',3,4,5,5',6-heptachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB185;2,2',3,4,5,5',6-heptachloorbifenyl
1671;Massafractie 2,2',3,4',5,5',6-heptachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB187;2,2',3,4',5,5',6-heptachloorbifenyl
1672;Massafractie 2,4,4'-trichloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB28;2,4,4'-trichloorbifenyl
1673;Massafractie 2,4',5-trichloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB31;2,4',5-trichloorbifenyl
1674;Massafractie 2,2',3,5'-tetrachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB44;2,2',3,5'-tetrachloorbifenyl
1675;Massafractie 2,2',4,5'-tetrachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB49;2,2',4,5'-tetrachloorbifenyl
1676;Massafractie 2,2',5,5'-tetrachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB52;2,2',5,5'-tetrachloorbifenyl
1678;Massafractie pentachloorfenol in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PeClFol;pentachloorfenol
1679;Massafractie som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sDClNO2Ben4;som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen
1680;Massafractie som 2,4'-DDT, 4,4'-DDT, 4,4'-DDD en 4,4'-DDE in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sDDX4;som 2,4'-DDT, 4,4'-DDT, 4,4'-DDD en 4,4'-DDE
1681;Massafractie som tetrachloorbenzeen-isomeren in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sT4ClBen;som tetrachloorbenzeen-isomeren
1682;Massafractie som 1-chloor-2- en 4-nitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;s1Cl24NO2Ben;som 1-chloor-2- en 4-nitrobenzeen
1683;Massafractie som 1,2- en 1,4-dichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;s1214DClBen;som 1,2- en 1,4-dichloorbenzeen
1684;Massafractie trichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;TClBen;trichloorbenzeen
1690;Massafractie 1-chloor-2-nitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl2NO2Ben;1-chloor-2-nitrobenzeen
1691;Massafractie 1-chloor-3-nitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl3NO2Ben;1-chloor-3-nitrobenzeen
1692;Massafractie 1-chloor-4-nitrobenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl4NO2Ben;1-chloor-4-nitrobenzeen
1693;Massafractie 1,2-dichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;12DClBen;1,2-dichloorbenzeen
1694;Massafractie 1,2,3-trichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;123TClBen;1,2,3-trichloorbenzeen
1695;Massafractie 1,2,3,4-tetrachloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1234T4ClBen;1,2,3,4-tetrachloorbenzeen
1696;Massafractie 1,2,3,5-tetrachloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1235T4ClBen;1,2,3,5-tetrachloorbenzeen
1697;Massafractie 1,2,4-trichloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ZS;Zwevende stof;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;124TClBen;1,2,4-trichloorbenzeen
