AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving
811;Sommatie waarden Debiet Oppervlaktewater m3/d;OW;Oppervlaktewater;m3/d;kubieke meter per dag;Q;Debiet;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
812;Debiet Oppervlaktewater m3/s;OW;Oppervlaktewater;m3/s;kubieke meter per seconde;Q;Debiet;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
813;Debiet verwacht Oppervlaktewater m3/s;OW;Oppervlaktewater;m3/s;kubieke meter per seconde;QVERWACHT;Debiet verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
816;(massa)Concentratie som HBCD (technisch mengsel, niet-gespecif. broom-posities) in Oppervlaktewater ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;HBCD;som HBCD (technisch mengsel, niet-gespecif. broom-posities)
819;(massa)Concentratie 1,3-dinitrobenzeen in Oppervlaktewater ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;13DNO2Ben;1,3-dinitrobenzeen
820;(massa)Concentratie dibutyltin (kation) in Oppervlaktewater uitgedrukt in tin in ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in tin;DC4ySn;dibutyltin (kation)
821;(massa)Concentratie difenyltin (kation) in Oppervlaktewater uitgedrukt in tin in ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in tin;DFySn;difenyltin (kation)
822;(massa)Concentratie monobutyltin (kation) in Oppervlaktewater uitgedrukt in tin in ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in tin;MC4ySn;monobutyltin (kation)
823;(massa)Concentratie monofenyltin (kation) in Oppervlaktewater uitgedrukt in tin in ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in tin;MFySn;monofenyltin (kation)
824;(massa)Concentratie tributyltin (kation) in Oppervlaktewater uitgedrukt in tin in ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in tin;TC4ySn;tributyltin (kation)
825;(massa)Concentratie tetrabutyltin in Oppervlaktewater uitgedrukt in tin in ng/l;OW;Oppervlaktewater;ng/l;nanogram per liter;CONCTTE;(massa)Concentratie;Sn;uitgedrukt in tin;T4C4ySn;tetrabutyltin
826;Aantal per volume Oppervlaktewater Phaeocystisn/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;LS-FL;Levensstadium-Flagellaat;NVT;Waarde is niet van toepassing
827;Aantal per volume Oppervlaktewater Phaeocystisn/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;LV-CEL;Levensvorm-Cel (los);NVT;Waarde is niet van toepassing
828;Aantal per volume Escherichia coli in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;E_COLI;Escherichia coli
829;Aantal per volume Faecale Streptococcen D in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;FAECLSTCCND;Faecale Streptococcen D
830;Aantal per volume F-specifieke fagen in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;FSPFAGEN;F-specifieke fagen
831;Aantal per volume Intestinale enterococcen in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;INTTNLETRCCN;Intestinale enterococcen
832;Aantal per volume Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
833;Aantal per volume Salmonella in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;SALMNLA;Salmonella
834;Aantal per volume Thermotolerante Coli's (incubatie bij 44 C) in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;THERMTLRTCLS;Thermotolerante Coli's (incubatie bij 44 C)
835;Aantal per volume Totaal Coli's (incubatie bij 37 C) in Oppervlaktewater n/l;OW;Oppervlaktewater;n/l;exemplaren per liter;AANTPVLME;Aantal per volume;NVT;Niet van toepassing;TOTCLS;Totaal Coli's (incubatie bij 37 C)
836;Aantal per volume Oppervlaktewater Achnanthalesn/ml;OW;Oppervlaktewater;n/ml;exemplaren per milliliter;AANTPVLME;Aantal per volume;LV-CEL;Levensvorm-Cel (los);NVT;Waarde is niet van toepassing
837;Troebelheid Oppervlaktewater NTU;OW;Oppervlaktewater;NTU;Nephelometric Turbidity Unit;TROEBHD;Troebelheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
839;Hardheid Oppervlaktewater oD;OW;Oppervlaktewater;oD;Duitse graad;HH;Hardheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
840;Hardheid tijdelijk Oppervlaktewater oD;OW;Oppervlaktewater;oD;Duitse graad;HHT;Hardheid tijdelijk;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
841;(massa)Concentratie Chlorofyl fluorescentie in rel. fluorescentie eenh.(RFU) in Oppervlaktewater RFU;OW;Oppervlaktewater;RFU;Relative Fluorescence Units;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;CHLFRFU;Chlorofyl fluorescentie in rel. fluorescentie eenh.(RFU)
842;Fluorescentie Oppervlaktewater RFU;OW;Oppervlaktewater;RFU;Relative Fluorescence Units;FLUORCTE;Fluorescentie;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
843;Gemiddelde golfperiode in het tijdsdomein Oppervlaktewater s;OW;Oppervlaktewater;s;seconde;GGT;Gemiddelde golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
844;Standaardafwijking van de golfperiode in het tijdsdomein Oppervlaktewater s;OW;Oppervlaktewater;s;seconde;SPGT;Standaardafwijking van de golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
845;Golfperiode die hoort bij Hmax Oppervlaktewater s;OW;Oppervlaktewater;s;seconde;T_Hmax;Golfperiode die hoort bij Hmax;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
846;Golfperiode die hoort bij H1/3 Oppervlaktewater s;OW;Oppervlaktewater;s;seconde;T_H1/3;Golfperiode die hoort bij H1/3;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
847;Maximale golfperiode in het tijdsdomein Oppervlaktewater s;OW;Oppervlaktewater;s;seconde;Tmax;Maximale golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
848;Golfperiode bepaald uit de spectrale momenten m0 en m1 Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s;OW;Oppervlaktewater;s;seconde;Tm01;Golfperiode bepaald uit de spectrale momenten m0 en m1;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing
849;Golfperiode bepaald uit de spectrale momenten m0 en m2 Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s;OW;Oppervlaktewater;s;seconde;Tm02;Golfperiode bepaald uit de spectrale momenten m0 en m2;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing
850;Golfperiode bepaald uit de spectrale momenten m0 en m2 Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in s;OW;Oppervlaktewater;s;seconde;Tm02;Golfperiode bepaald uit de spectrale momenten m0 en m2;F003-100;golffrequentie tussen 30 en 1000 mHz;NVT;Waarde is niet van toepassing
851;Golfperiode bepaald uit de spectrale momenten m0 en m2 Oppervlaktewater golffrequentie tussen 30 en 1500 mHz in s;OW;Oppervlaktewater;s;seconde;Tm02;Golfperiode bepaald uit de spectrale momenten m0 en m2;F003-150;golffrequentie tussen 30 en 1500 mHz;NVT;Waarde is niet van toepassing
852;Golfperiode bepaald uit de spectrale momenten m-1 en m0 Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s;OW;Oppervlaktewater;s;seconde;Tm-10;Golfperiode bepaald uit de spectrale momenten m-1 en m0;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing
853;Golfperiode bepaald uit de spectrale momenten m-1 en m0 Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in s;OW;Oppervlaktewater;s;seconde;Tm-10;Golfperiode bepaald uit de spectrale momenten m-1 en m0;F003-100;golffrequentie tussen 30 en 1000 mHz;NVT;Waarde is niet van toepassing
854;Golfperiode bepaald uit de spectrale momenten m-1 en m0 Oppervlaktewater golffrequentie tussen 30 en 1500 mHz in s;OW;Oppervlaktewater;s;seconde;Tm-10;Golfperiode bepaald uit de spectrale momenten m-1 en m0;F003-150;golffrequentie tussen 30 en 1500 mHz;NVT;Waarde is niet van toepassing
855;Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein) Oppervlaktewater s;OW;Oppervlaktewater;s;seconde;T1/3;Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein);NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
856;Geleidendheid Oppervlaktewater S/m;OW;Oppervlaktewater;S/m;siemens per meter;GELDHD;Geleidendheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
857;Fluorescentie Oppervlaktewater U;OW;Oppervlaktewater;U;Unit;FLUORCTE;Fluorescentie;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
858;Instraling Oppervlaktewater uE;OW;Oppervlaktewater;uE;microeinstein;INSLG;Instraling;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
859;(massa)Concentratie gadolinium in Oppervlaktewater antropogeen / opgeloste fractie in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;antpgnnf;antropogeen / opgeloste fractie;Gd;gadolinium
860;(massa)Concentratie chlorofyl-a in Oppervlaktewater Cyanochlorofyl in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;BLAUWAL;Cyanochlorofyl;CHLFa;chlorofyl-a
861;(massa)Concentratie bromaat in Oppervlaktewater uitgedrukt in bromaat in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;BrO3;uitgedrukt in bromaat;BrO3;bromaat
862;(massa)Concentratie som adsorbeerbare organische halogeenverbindingen in Oppervlaktewater uitgedrukt in chloor in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;Cl;uitgedrukt in chloor;sAOX;som adsorbeerbare organische halogeenverbindingen
863;(massa)Concentratie som extraheerbare organische halogeenverbindingen in Oppervlaktewater uitgedrukt in chloor in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;Cl;uitgedrukt in chloor;sEOX;som extraheerbare organische halogeenverbindingen
864;(massa)Concentratie som vluchtige organische halogeenverbindingen in Oppervlaktewater uitgedrukt in chloor in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;Cl;uitgedrukt in chloor;sVOX;som vluchtige organische halogeenverbindingen
865;(massa)Concentratie som adsorbeerbare organische halogeenverbindingen in Oppervlaktewater uitgedrukt in chloor / opgeloste fractie in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;Clnf;uitgedrukt in chloor / opgeloste fractie;sAOX;som adsorbeerbare organische halogeenverbindingen
867;(massa)Concentratie aluminium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Al;aluminium
875;(massa)Concentratie cesium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Cs;cesium
885;(massa)Concentratie scandium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Sc;scandium
889;(massa)Concentratie tantalium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;nf;opgeloste fractie (bijv. na filtratie);Ta;tantalium
896;(massa)Concentratie alfa,alfa-dichloortolueen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;aaDClTol;alfa,alfa-dichloortolueen
897;(massa)Concentratie abamectine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;abmtne;abamectine
898;(massa)Concentratie acridine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;acdne;acridine
899;(massa)Concentratie acenafteen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;AcNe;acenafteen
900;(massa)Concentratie aclonifen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;acnfn;aclonifen
901;(massa)Concentratie acenaftyleen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;AcNy;acenaftyleen
902;(massa)Concentratie acetofenon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;actfnn;acetofenon
903;(massa)Concentratie aceton in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;actn;aceton
907;(massa)Concentratie aluminium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Al;aluminium
909;(massa)Concentratie aldicarb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;alDcb;aldicarb
910;(massa)Concentratie aldicarbsulfon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;alDcsfn;aldicarbsulfon
911;(massa)Concentratie aldicarbsulfoxide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;alDcSO;aldicarbsulfoxide
913;(massa)Concentratie aminomethylfosfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;AMPA;aminomethylfosfonzuur
914;(massa)Concentratie ametryn in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;amtn;ametryn
915;(massa)Concentratie anisool in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ansl;anisool
918;(massa)Concentratie adenosine-trifosfaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ATP;adenosine-trifosfaat
922;(massa)Concentratie benzo(a)antraceen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;BaA;benzo(a)antraceen
928;(massa)Concentratie benzaldehyde in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;BenAh;benzaldehyde
930;(massa)Concentratie benzylchloride in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;benzCl;benzylchloride
931;(massa)Concentratie benzidine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;benzdne;benzidine
932;(massa)Concentratie benzofenon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;benzfnn;benzofenon
933;(massa)Concentratie benzonitril in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;benzntl;benzonitril
934;(massa)Concentratie bifenox in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;bfnx;bifenox
937;(massa)Concentratie bifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;biFy;bifenyl
938;(massa)Concentratie bisfenol-A in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;bisFolA;bisfenol-A
939;(massa)Concentratie bitertanol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;bittnl;bitertanol
941;(massa)Concentratie bromacil in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;bromcl;bromacil
942;(massa)Concentratie butocarboxim in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;butcbOxm;butocarboxim
943;(massa)Concentratie caffeine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;caffine;caffeine
944;(massa)Concentratie camfor in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;camfr;camfor
946;(massa)Concentratie carbendazim in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;carbdzm;carbendazim
947;(massa)Concentratie carbofuran in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;carbfrn;carbofuran
948;(massa)Concentratie carbamazepine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;carbmzpne;carbamazepine
949;(massa)Concentratie carbaryl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;carbrl;carbaryl
951;(massa)Concentratie 1,1,2-trichloor-1,2,2-trifluorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;CFK113;1,1,2-trichloor-1,2,2-trifluorethaan
952;(massa)Concentratie cis-hexadecafluor-2-deceenzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;cF16C10ezr;cis-hexadecafluor-2-deceenzuur
955;(massa)Concentratie chlorofyl-b in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;CHLFb;chlorofyl-b
957;(massa)Concentratie chryseen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Chr;chryseen
958;(massa)Concentratie chloralhydraat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Clahdt;chloralhydraat
959;(massa)Concentratie claritromycine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;clartmcne;claritromycine
961;(massa)Concentratie chloorbromuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Clbmrn;chloorbromuron
962;(massa)Concentratie chlooretheen (vinylchloride) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ClC2e;chlooretheen (vinylchloride)
963;(massa)Concentratie chloordaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Cldn;chloordaan
964;(massa)Concentratie chloorfluoraniline in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ClFAn;chloorfluoraniline
966;(massa)Concentratie chloorazijnzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ClHAc;chloorazijnzuur
968;(massa)Concentratie chlooroxuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Cloxrn;chlooroxuron
970;(massa)Concentratie chloropreen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Clpn;chloropreen
972;(massa)Concentratie cyanide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;CN;cyanide
973;(massa)Concentratie cyanazine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;CNazne;cyanazine
976;(massa)Concentratie cesium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Cs;cesium
980;(massa)Concentratie cyclohexaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;cycC6a;cyclohexaan
981;(massa)Concentratie cypermethrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;cypmtn;cypermethrin
984;(massa)Concentratie methylethylpyridine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yC2yprdne;methylethylpyridine
986;(massa)Concentratie methylmethacrylaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1ymtclt;methylmethacrylaat
987;(massa)Concentratie methyloxydemeton in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yOxdmtn;methyloxydemeton
990;(massa)Concentratie methyl-tertiair-butylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yttC4yEtr;methyl-tertiair-butylether
992;(massa)Concentratie cis-1,3-dichloorpropeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;c13DClC3e;cis-1,3-dichloorpropeen
993;(massa)Concentratie ethylaniline in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C2yAn;ethylaniline
998;(massa)Concentratie octacosaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C28a;octacosaan
999;(massa)Concentratie butylbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C4yBen;butylbenzeen
1000;(massa)Concentratie butylbenzeensulfonamide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C4yBensfAd;butylbenzeensulfonamide
1002;(massa)Concentratie dibenzo(a,h)antraceen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DBahAnt;dibenzo(a,h)antraceen
1003;(massa)Concentratie dibroomchloormethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DBrClC1a;dibroomchloormethaan
1004;(massa)Concentratie dibroommethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DBrC1a;dibroommethaan
1005;(massa)Concentratie dichlobenil in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dcbnl;dichlobenil
1006;(massa)Concentratie dicyclopentadieen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DccPeDen;dicyclopentadieen
1007;(massa)Concentratie dicofol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dcfl;dicofol
1008;(massa)Concentratie dichloorbroommethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DClBrC1a;dichloorbroommethaan
1010;(massa)Concentratie 2,2'-Dichloordiisopropyl ether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DClDiC3yEtr;2,2'-Dichloordiisopropyl ether
1012;(massa)Concentratie dimethoxymethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC1oxC1a;dimethoxymethaan
1013;(massa)Concentratie dimethylamine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC1yAe;dimethylamine
1014;(massa)Concentratie dimethyldisulfide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC1yDS;dimethyldisulfide
