"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd";"Guid"
1334;"14265-44-2";"PO4";"orthofosfaat";"ChemischeStof";"2011-06-08";"2011-08-25";"Vervallen";"";"Id-bdc2e4ec-db5d-42a3-9481-9dd657b79dfc"
1334;"14265-44-2";"PO4";"fosfaat";"ChemischeStof";"2011-08-26";"2100-01-01";"Geldig";"Id-b1963fb4-912d-4318-86fb-d7541dc3f5a0";"Id-f830415a-ad35-4f88-8e76-9e10ed1f137a"
134;"608-31-1";"26DClAn";"2,6-dichlooraniline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-0166167a-1b66-4906-ab93-a3768eeec2f7"
1340;"95-53-4";"2C1yAn";"2-methylaniline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-8e110815-ed2a-4f51-8f78-37aa2313cc9c"
1341;"95-47-6";"12xyln";"1,2-xyleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5d145f29-1ea1-4765-ae79-1a02ffce6d20"
1343;"23135-22-0";"Oaml";"oxamyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-8ffdbf75-ce6d-415d-abc5-2caee93f6ee7"
1345;"98-54-4";"ptC4yFol";"para-tert-butylfenol";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";"";"Id-5d53cb08-6ef4-41e5-bddc-5657d9fe4f6d"
1345;"98-54-4";"4ttC4yFol";"4-tertiare-butylfenol";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";"";"Id-caf25b81-1a6b-43c6-b510-26ffef7430f7"
1345;"98-54-4";"4ttC4yFol";"4-tertiar-butylfenol";"ChemischeStof";"2011-08-28";"2011-11-08";"Vervallen";"";"Id-6c9502f9-207e-490d-954c-9d5dbd905722"
1345;"98-54-4";"4ttC4yFol";"4-tertiair-butylfenol";"ChemischeStof";"2011-11-09";"2100-01-01";"Geldig";"";"Id-14c8ef6d-43c6-46ff-9cb3-892f06d85b64"
1348;"NVT";"PGETAL";"P-getal (indicator fenoftaline)";"Grootheid";"2011-06-08";"2013-06-30";"Vervallen";"";"Id-fd4cad1d-c2e3-4045-b428-fcc4b0d4a871"
1348;"NVT";"PGETAL";"P-getal";"Grootheid";"2013-07-01";"2100-01-01";"Geldig";"Id-0cb5570b-5c18-4455-9349-b7631fcfb7f8";"Id-9d353250-0c30-43d2-ba5e-27e06654ba94"
135;"2008-58-4";"26DClBenAd";"2,6-dichloorbenzamide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-d70c1dcc-8e89-40f3-b820-87cbd057b14b"
1352;"NVT";"sPAK10";"som 10 polyaromatische koolwaterstoffen (VROM)";"ChemischeStof";"2011-06-08";"2019-09-16";"Vervallen";"";"Id-e0071718-60e4-42ad-a23f-8745e07bfd4d"
1352;"NVT";"sPAK10";"som 10 polycyclische aromatische koolwaterstoffen (VROM)";"ChemischeStof";"2019-09-17";"2100-01-01";"Geldig";"Id-7c61427e-ab34-49a9-b0ae-0c0924f74580";"Id-c12e7d89-74ba-464b-8c07-07091e5de518"
1353;"NVT";"sPAK16";"som 16 polyaromatische koolwaterstoffen (EPA)";"ChemischeStof";"2011-06-08";"2019-09-16";"Vervallen";"";"Id-16d5a0d3-0df4-4273-b99e-b68d0a80f096"
1353;"NVT";"sPAK16";"som 16 polycyclische aromatische koolwaterstoffen (EPA)";"ChemischeStof";"2019-09-17";"2100-01-01";"Geldig";"Id-7dccbd32-2845-4d22-b906-9ae556249628";"Id-8cf73100-8d57-4761-94ff-c36863663582"
1354;"NVT";"sPAK6";"som 6 polyaromatische koolwaterstoffen (Borneff)";"ChemischeStof";"2011-06-08";"2019-09-16";"Vervallen";"";"Id-62fd6b5e-0e2b-41c9-b92d-e1660bcf842a"
1354;"NVT";"sPAK6";"som 6 polycyclische aromatische koolwaterstoffen (Borneff)";"ChemischeStof";"2019-09-17";"2100-01-01";"Geldig";"Id-6155e15c-9051-44ba-9264-e2eb520e61f5";"Id-22710520-2456-42bd-9623-46e866d9581d"
1356;"3-5-7440";"Pd";"palladium";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";"";"Id-3d0e18b1-4175-479b-9ca2-e64309169d2e"
1356;"7440-05-3";"Pd";"palladium";"ChemischeStof";"2011-06-10";"2100-01-01";"Geldig";"";"Id-27722819-4750-433f-8f53-fd4e59648ccc"
1358;"106-43-4";"4ClTol";"4-chloortolueen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-feeef7ef-ef25-41e2-9cca-2c3fd7b7d18f"
1359;"106-44-5";"pcresl";"p-cresol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-3cd6b833-9403-4183-b739-857fe8a63554"
136;"87-65-0";"26DClFol";"2,6-dichloorfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5e0aa599-29a3-4701-b594-b66b7650a0b1"
1360;"99-87-6";"1iC3y4C1yBen";"1-isopropyl-4-methyl-benzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";"";"Id-b6b9a959-2114-43ef-ae75-509a08e4c55d"
1360;"99-87-6";"1iC3y4C1yBen";"1-isopropyl-4-methyl-benzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";"";"Id-949d2afd-25a3-46cb-97dd-2da8e019e03a"
1362;"106-42-3";"14xyln";"1,4-xyleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-be1b0dde-19be-4099-9c81-8a9bc41cee62"
1365;"NVT";"sPCB7";"som 7 polychloorbifenylen PCB28, 52, 101, 118, 138, 153, 180";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-8b418707-74a5-4817-a25a-631b093a99c1"
137;"576-26-1";"26DC1yFol";"2,6-dimethylfenol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-bf7e692e-11f7-4ac7-ae82-39f1187ace4a"
137;"576-26-1";"26DC1yFol";"2,6-dimethylfenol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-2770ff13-3c55-49ff-bf51-6b547edf20ad"
1372;"37680-73-2";"PCB101";"2,2',4,5,5'-pentachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-617300c1-b820-4948-8837-6b6342eb3b1a"
1373;"32598-14-4";"PCB105";"2,3,3',4,4'-pentachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5e34404e-07e7-4835-9983-77bd0a1b1f86"
1374;"31508-00-6";"PCB118";"2,3',4,4',5-pentachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-49954c81-0376-4c1e-b4e1-2493b41f83fd"
1375;"38380-07-3";"PCB128";"2,2',3,3',4,4'-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-b940aaaa-6c6e-4df9-982c-1b4bed7e9eb4"
1376;"35065-28-2";"PCB138";"2,2',3,4,4',5'-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4b071862-a066-41e6-aa64-4e83151ec656"
1377;"35065-27-1";"PCB153";"2,2',4,4',5,5'-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-947703af-dc64-4d9b-8170-397b410cc18f"
1378;"38380-08-4";"PCB156";"2,3,3',4,4',5-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-bcf40fff-2860-45a5-b18c-efa6ebe5a19d"
1379;"35065-30-6";"PCB170";"2,2',3,3',4,4',5-heptachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-c1ffc8e9-48a3-43c5-9e1a-ed3ad19de627"
138;"573-56-8";"26DNO2Fol";"2,6-dinitrofenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-988b1959-4596-4415-95d9-8542c4a7abcb"
1380;"35065-29-3";"PCB180";"2,2',3,4,4',5,5'-heptachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-67931678-020c-4507-be1c-51e889e19b14"
1381;"7012-37-5";"PCB28";"2,4,4'-trichloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-0947b188-679e-42e2-b7ad-2f3fa12a49d1"
1382;"35693-99-3";"PCB52";"2,2',5,5'-tetrachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4690e0f8-3e64-4849-8876-5b0c633af9b3"
1384;"109-66-0";"nC5a";"N-pentaan";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";"";"Id-fe92f795-1b8a-49fc-9df7-2caeed280295"
1384;"109-66-0";"C5a";"pentaan";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";"";"Id-42390665-faaa-42a3-8e73-fca1949d0825"
1384;"109-66-0";"C5a";"pentaan";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";"";"Id-115f1674-ac86-4a3f-8428-6ae3130e144d"
1385;"527-20-8";"PeClAn";"pentachlooraniline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-079fd6cd-ee30-44a6-bb36-6e03d51165d7"
1387;"608-93-5";"PeClBen";"pentachloorbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-78bba132-f877-4a93-8567-56ce7e7a7913"
1388;"36088-22-9";"sPeCDD";"som pentachloordibenzodioxine-isomeren";"ChemischeStof";"2011-06-08";"2011-09-07";"Vervallen";"";"Id-7ba9ec1b-3794-47a1-bbd4-b24623418110"
1389;"30402-15-4";"sPeCDF";"som pentachloordibenzofuraan-isomeren";"ChemischeStof";"2011-06-08";"2011-09-07";"Vervallen";"";"Id-d4e73d6f-3718-4139-944f-4850fb511bb0"
1390;"87-86-5";"PeClFol";"pentachloorfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-fe70625e-b565-4482-b9e0-3a14e3d0d958";"Id-4399291e-f453-486b-9835-c6b3d188136d"
1392;"71-41-0";"C5ol";"pentanol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";"";"Id-689af8fb-01f2-4bc4-a7d5-5fbee3752299"
1394;"52645-53-1";"permtn";"permethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-99c6f39e-4c3f-48d1-883c-8ae82270b284"
1398;"NVT";"pH";"Zuurgraad";"Grootheid";"2011-06-08";"2011-06-08";"Vervallen";"";"Id-380cfa8e-2492-4d5f-b935-05c63fecfa7d"
1398;"NVT";"pH";"Zuurgraad";"Grootheid";"2011-06-09";"2100-01-01";"Geldig";"";"Id-3f895ebe-4db0-4d7d-9db4-040434a70180"
14;"39227-28-6";"PCDD66";"1,2,3,4,7,8-hexachloordibenzo-p-dioxine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-cabb3a25-4d24-4dbd-a1fe-7d99b4df551c"
140;"120-36-5";"24DP";"2,4-dichloorfenoxypropionzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-b4d22d49-02ff-43e2-a6af-c642fc6ad828"
1405;"51-03-6";"piprnbO";"piperonyl-butoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-db0760a4-711d-43c6-8e43-db2b7521e22e"
1406;"23103-98-2";"pirmcb";"pirimicarb";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-0b4ddad0-ea7e-492b-a305-16d37186902c"
1407;"23505-41-1";"C2yprmfs";"ethylpirimifos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-f1098fff-0e5b-4e09-8d55-6947a2af000f"
1408;"29232-93-7";"C1yprmfs";"methylpirimifos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-ab2cc2bd-0dc6-4541-a532-adf45f598951"
1410;"4-6-7440";"Pt";"platina";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";"";"Id-896cbe25-c082-4c9f-b262-22dce735e5c4"
1410;"7440-06-4";"Pt";"platina";"ChemischeStof";"2011-06-10";"2100-01-01";"Geldig";"";"Id-06c423ac-ba3a-4a70-a649-ca9b119a82a8"
1411;"21757-82-4";"plifnt";"plifenaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-af5f2598-0158-4307-a1a7-da5424b952c9"
1414;"7440-10-0";"Pr";"praseodymium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-01c767b0-58d9-4847-b081-9f5b222e5022"
1416;"67747-09-5";"proClaz";"prochloraz";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-78646ae6-8f62-4c11-bd35-5ad1ceb67acb"
1417;"32809-16-8";"procmdn";"procymidon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-eb840bda-96a9-4f75-9924-6643c0cfbc42"
1418;"122-42-9";"profm";"profam";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-795ca85f-42ac-4c1b-bd88-3f3dcd9b617e"
1419;"41198-08-7";"profnfs";"profenofos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-326ce76d-ff7d-474e-8058-5c9b2c0fff9c"
142;"78-92-2";"2C4ol";"2-butanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-13fc4d25-80fc-4614-af15-e1e8df1b6471"
1421;"7287-19-6";"promtne";"prometryne";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-0bcc57b9-dc8b-4089-8cfd-6e5970d5190f"
1422;"1918-16-7";"propCl";"propachloor";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-7eee4fda-4a80-498d-b282-c0ff8827edc3"
1424;"24579-73-5";"propmcb";"propamocarb";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4b904900-1c86-4acd-b33c-1473b1a6a6b3"
1427;"139-40-2";"propzne";"propazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-89566528-f6e1-4a96-bb88-d594ff3b8f70"
1428;"31218-83-4";"proptfs";"propetamfos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-d6e6638b-3576-488f-bf37-9cbf007550be"
1429;"60207-90-1";"propcnzl";"propiconazol";"ChemischeStof";"2011-06-08";"2018-12-06";"Vervallen";"";"Id-0081d4a6-48ad-429b-a703-f1df5c9d4b5f"
1429;"60207-90-1";"propcnzl";"propiconazol (som cis- en trans-)";"ChemischeStof";"2018-12-07";"2100-01-01";"Geldig";"";"Id-291e45e6-ee96-4396-b899-34f788e852ef"
1431;"79-09-4";"propozr";"propionzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-718bcde6-8838-4ed9-911d-dc3a9e4ea7a9"
1432;"114-26-1";"propxr";"propoxur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4d528372-0874-4a15-b9f9-02f3a7fa228e"
1433;"109-60-4";"NC3yactt";"N-propylacetaat";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";"";"Id-270a14f5-4b74-4b90-8e6b-6c68ffe9de38"
1433;"109-60-4";"C3yactt";"propylacetaat";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";"";"Id-55949714-f860-4f6d-bb21-9dbc30b355da"
1433;"109-60-4";"C3yactt";"propylacetaat";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";"";"Id-5fd34339-8797-478b-a64d-c6d4a95b0280"
1434;"103-65-1";"1C3yBen";"1-propylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5410d37b-c13e-43b9-9801-15c29c09a1b5"
1435;"57-55-6";"12C3yegcl";"1,2-propyleenglycol";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";"";"Id-2e8338ce-1e14-4ef3-9562-a929810923e5"
1435;"57-55-6";"12C3yegcl";"1,2-propyleenglycol";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";"";"Id-3f9a6576-379d-4f23-a36d-2ec64a8b8f3d"
1436;"75-56-9";"C3yeO";"propyleenoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5a7ec07c-6f9a-403a-a166-9beb697e9e8b"
1438;"23950-58-5";"propAd";"propyzamide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-65b320ff-fadd-46d8-8460-ff2e316f07a8"
144;"615-74-7";"2Cl5C1yFol";"2-chloor-5-methylfenol";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";"";"Id-ef9eb0ba-91de-482b-9057-aeda962adb57"
1440;"NVT";"PSDNMS";"Pseudomonas";"Microbiologie";"2021-07-09";"2100-01-01";"Geldig";"";"Id-43fd6b0e-a228-44c5-a2f6-8a7211f098e4"
1444;"13457-18-6";"pyrazfs";"pyrazofos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-c55820bd-3817-4a80-8dbd-822b1c3588c2"
1445;"129-00-0";"Pyr";"pyreen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-ac123ecc-814d-4f24-98db-c0816ccb3b87"
145;"95-51-2";"2ClAn";"2-chlooraniline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-9c43a703-06f1-4549-8e45-d7d409d7556d"
1450;"96489-71-3";"pyrdbn";"pyridaben";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-2bf3309a-a86e-402b-8c97-9a366f4b19e8"
1451;"110-86-1";"pyrdne";"pyridine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-ef1b8526-a85c-4f92-9815-0093e855a7af"
1455;"82-68-8";"PeClNO2Ben";"pentachloornitrobenzeen (quintozeen)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-eb789ea5-fc38-4ff2-aa40-cf99a0ed95db"
1456;"NVT";"REDPTTAL";"Redoxpotentiaal";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"";"Id-9f91053f-c369-4ce4-a04b-14baee37d58d"
1459;"10453-86-8";"resmtn";"resmethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-58b2ad16-b9cb-4612-9e8a-eccf8743076e"
146;"95-57-8";"2ClFol";"2-chloorfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-e79794e8-4add-49c2-baef-26c5f4b180e3"
1460;"108-46-3";"13DHOxBen";"1,3-dihydroxybenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5ad3f86d-9a32-498f-b5e6-24df52b79fd0"
1461;"7440-16-6";"Rh";"rhodium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-fccba2f6-270b-4819-baa8-6f3423935064"
1464;"NVT";"SALMNLA";"Salmonella";"Object";"2011-06-08";"2100-01-01";"Geldig";"";"Id-8097189b-4eda-437d-9312-609314ed8126"
1466;"7440-19-9";"Sm";"samarium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-a1ed89d7-dc90-4e48-ab9a-64d3e80d01dc"
1469;"7440-20-2";"Sc";"scandium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-9ee3c7e4-e697-4185-bb2f-50d65f1bac1f"
147;"91-58-7";"2ClNaf";"2-chloornaftaleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5e0fbaba-4e34-47bb-b134-9ddacafe3e98"
1470;"NVT";"SCHMS";"Schimmels";"Microbiologie";"2021-05-11";"2100-01-01";"Geldig";"";"Id-6e4c902c-ab39-4fcb-90ca-0583d3c0321c"
1473;"7286-69-3";"seC4yazne";"sebutylazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-bd05fac8-19e2-4554-859b-e7ae466993db"
1474;"135-98-8";"secC4yBen";"secundair-butylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-ff3a5b6d-9603-4532-b91c-42163d3d36b7"
1476;"7782-49-2";"Se";"selenium";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";"";"Id-8a502da0-9e37-4827-a130-d8046803d8c0"
1476;"7782-49-2";"Se";"seleen";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"";"Id-5af1c604-bd2e-4489-88ca-54aacf33796e"
1479;"7440-21-3";"Si";"silicium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-b0f9ea30-e352-4f99-8894-cf3db461a56f"
1480;"122-34-9";"simzne";"simazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-29b0cbd6-8569-4fe2-9101-6f49df08bb6a"
1481;"1014-70-6";"simtn";"simetryn";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-a8488ec7-92a4-4aea-93cc-2ddef5ce42cc"
1482;"NVT";"SLIBVLMIDX";"Slibvolume-index";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"";"Id-ea4c3139-ff8a-477d-b53c-daa27a0a2dbf"
1483;"NVT";"SMAAK";"Smaak";"Typering";"2011-06-08";"2012-01-25";"Vervallen";"";"Id-05eb5311-95f2-42ec-aa51-e66c600d4987"
1483;"NVT";"SMAAK";"Smaak";"Object";"2012-01-26";"2100-01-01";"Geldig";"";"Id-abddd959-9b1a-42b2-b894-022f04ab27f7"
1488;"110-44-1";"sorbnzr";"sorbinezuur";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";"";"Id-0ec7b77a-65d0-4332-b7e5-9ee98731dc27"
149;"110-80-5";"2C2oxC2ol";"2-ethoxyethanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-f14e3210-1643-481b-8855-929ddbc6d3bd"
1496;"7727-37-9";"N";"stikstof";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";"";"Id-4aa9cdc8-729e-41da-8ab9-bd5ef7aab6a9"
1496;"NVT";"Ntot";"stikstof totaal";"ChemsicheStof";"2011-08-26";"2011-08-26";"Vervallen";"";"Id-3dca0cb2-d8b6-4bc5-aa92-be149da762cf"
1496;"NVT";"Ntot";"stikstof totaal";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-f6b6b886-8fbd-431f-95b5-375a0b805f8b";"Id-e5b86f82-218b-4b77-9b99-56d2c048dad1"
1499;"NVT";"STOOKWDE";"Stookwaarde (calorische onderwaarde, verbrandingswarmte)";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"";"Id-99f48bce-d4c6-45f2-8386-4e595b3e4dae"
15;"70648-26-9";"PCDF118";"1,2,3,4,7,8-hexachloordibenzofuraan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-b45ea2b5-0344-4aed-ba08-4a1fde65740b"
1501;"7440-24-6";"Sr";"strontium";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-ec6f1982-cfb9-4d9d-a87c-4278ca20a16a"
1503;"100-42-5";"styrn";"styreen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-50c52d2a-9ab6-4ceb-b16e-fc58f5949e76"
1508;"14808-79-8";"SO4";"sulfaat";"ChemischeStof";"2011-06-08";"2011-06-08";"Vervallen";"";"Id-7e045f76-2064-4c7d-a512-a19edd3bfbbf"
1508;"14808-79-8";"SO4";"sulfaat";"ChemischeStof";"2011-06-09";"2100-01-01";"Geldig";"";"Id-a2d5e8b2-3b7c-4815-8e99-158077d9b8be"
151;"90-00-6";"2C2yFol";"2-ethylfenol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-49d606dc-b727-4218-ae8f-b5cdd3a1d40c"
151;"90-00-6";"2C2yFol";"2-ethylfenol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-e6b94cc6-3e71-48a8-a6fd-60e423a23bfd"
1511;"18496-25-8";"S";"sulfide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-03bf780a-bccd-41be-ad24-3a2d7051c7f3";"Id-4b4098c4-f3d5-42cf-8a15-b8cf04383076"
1513;"14265-45-3";"SO3";"sulfiet";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-877898ec-6b15-4421-b756-fe08ce982e88"
1514;"NVT";"SO3redCLOSTR";"Sulfiet reducerende clostridia";"Microbiologie";"2021-07-09";"2100-01-01";"Geldig";"";"Id-57a152a5-b9c3-43a4-8901-c3d7c45b350e"
1515;"3689-24-5";"sulftp";"sulfotep";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5725c772-90b2-4659-b521-d59a2cf986e9"
1516;"75-65-0";"ttC4ol";"tertiair-butanol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-58691b84-2414-4aff-b0df-9ad3edac2887"
1517;"5424-20-4";"tannne";"tannine";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";"";"Id-27ab7814-237d-4f23-a1e2-63fa2b994a3e"
1518;"7440-25-7";"Ta";"tantalium";"ChemischeStof";"2012-01-07";"2100-01-01";"Geldig";"";"Id-2a834df7-8938-43d7-adf7-c1f688962505"
1519;"117-18-0";"tecnzn";"tecnazeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-05f38df3-74cb-4147-9f92-10adb17ca68d"
152;"149-57-5";"2C2yC6azr";"2-ethylhexaanzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5089c9f6-3d97-4a01-abdc-9f915f5a3005"
1520;"13494-80-9";"Te";"telluur";"ChemischeStof";"2011-06-08";"2014-07-31";"Vervallen";"";"Id-8ee20861-2e6d-4f95-95d1-91176ed316a9"
1520;"13494-80-9";"Te";"tellurium";"ChemischeStof";"2014-08-01";"2100-01-01";"Geldig";"";"Id-59bf6744-a3e0-48ea-a5eb-096bfded24c0"
1521;"297-78-9";"teldn";"telodrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-c58c5824-ca73-43e7-96e9-baf09a9a6b5f"
1522;"NVT";"T";"Temperatuur";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"";"Id-f30fad2f-955e-44fd-984d-d1b7654cde4f"
1523;"13071-79-9";"terbfs";"terbufos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-d759ca78-06b0-4188-b9b1-1b68a7908db8"
1524;"886-50-0";"terbtn";"terbutrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-048ca962-ab4c-486d-8b75-06f3c3cd5658"
1525;"5915-41-3";"terC4yazne";"terbutylazine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-91480557-4038-40af-889a-f8a95c9daaf9"
1527;"540-88-5";"ttC4yactt";"tertiair-butylacetaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-9cef49d7-8ae2-430b-bc20-12da72a9a35a"
1528;"98-06-6";"ttC4yBen";"tertiair-butylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-cb6537c9-f356-4db9-9e82-9e33755d46ea"
153;"103-11-7";"2C2yC6yaclt";"2-ethylhexylacrylaat";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";"";"Id-39a15099-6d41-4431-8ea1-951859f2ecfd"
